producer_id,producer_code,producer_name,commission_rate,producer_type,state_code,producer_status,created_date
963,PRD000963,Elite Solutions,12.78,AGENT,MH,SUSPENDED,2023-08-22
964,PRD000964,Trusted Solutions,14.25,INDIVIDUAL,AP,TERMINATED,2023-08-23
965,PRD000965,Global Solutions,3.85,AGENCY,TS,ACTIVE,2023-08-24
966,PRD000966,Royal Solutions,5.42,BROKER,KL,INACTIVE,2023-08-25
967,PRD000967,United Solutions,2.81,AGENT,DL,SUSPENDED,2023-08-26
968,PRD000968,Pioneer Solutions,13.55,INDIVIDUAL,GJ,TERMINATED,2023-08-27
969,PRD000969,Smart Solutions,9.52,AGENCY,RJ,ACTIVE,2023-08-28
970,PRD000970,Apex Solutions,13.94,BROKER,WB,INACTIVE,2023-08-29
971,PRD000971,Blue Solutions,5.27,AGENT,TN,SUSPENDED,2023-08-30
972,PRD000972,Golden Solutions,3.29,INDIVIDUAL,KA,TERMINATED,2023-08-31
973,PRD000973,Future Solutions,12.8,AGENCY,MH,ACTIVE,2023-09-01
974,PRD000974,Vertex Solutions,13.87,BROKER,AP,INACTIVE,2023-09-02
975,PRD000975,Summit Solutions,6.28,AGENT,TS,SUSPENDED,2023-09-03
976,PRD000976,Shield Solutions,7.6,INDIVIDUAL,KL,TERMINATED,2023-09-04
977,PRD000977,Crystal Solutions,4.25,AGENCY,DL,ACTIVE,2023-09-05
978,PRD000978,Infinity Solutions,14.33,BROKER,GJ,INACTIVE,2023-09-06
979,PRD000979,Vision Solutions,6.3,AGENT,RJ,SUSPENDED,2023-09-07
980,PRD000980,First Solutions,8.66,INDIVIDUAL,WB,TERMINATED,2023-09-08
981,PRD000981,Prime Consulting,3.71,AGENCY,TN,ACTIVE,2023-09-09
982,PRD000982,Secure Consulting,13.59,BROKER,KA,INACTIVE,2023-09-10
983,PRD000983,Elite Consulting,4.2,AGENT,MH,SUSPENDED,2023-09-11
984,PRD000984,Trusted Consulting,8.17,INDIVIDUAL,AP,TERMINATED,2023-09-12
985,PRD000985,Global Consulting,10.88,AGENCY,TS,ACTIVE,2023-09-13
986,PRD000986,Royal Consulting,11.79,BROKER,KL,INACTIVE,2023-09-14
987,PRD000987,United Consulting,14.32,AGENT,DL,SUSPENDED,2023-09-15
988,PRD000988,Pioneer Consulting,7.74,INDIVIDUAL,GJ,TERMINATED,2023-09-16
989,PRD000989,Smart Consulting,11.78,AGENCY,RJ,ACTIVE,2023-09-17
990,PRD000990,Apex Consulting,4.43,BROKER,WB,INACTIVE,2023-09-18
991,PRD000991,Blue Consulting,7.69,AGENT,TN,SUSPENDED,2023-09-19
992,PRD000992,Golden Consulting,3.74,INDIVIDUAL,KA,TERMINATED,2023-09-20
993,PRD000993,Future Consulting,8.62,AGENCY,MH,ACTIVE,2023-09-21
994,PRD000994,Vertex Consulting,7.6,BROKER,AP,INACTIVE,2023-09-22
995,PRD000995,Summit Consulting,14.39,AGENT,TS,SUSPENDED,2023-09-23
996,PRD000996,Shield Consulting,2.91,INDIVIDUAL,KL,TERMINATED,2023-09-24
997,PRD000997,Crystal Consulting,7.13,AGENCY,DL,ACTIVE,2023-09-25
998,PRD000998,Infinity Consulting,8.04,BROKER,GJ,INACTIVE,2023-09-26
999,PRD000999,Vision Consulting,14.38,AGENT,RJ,SUSPENDED,2023-09-27
1000,PRD001000,First Consulting,13.19,INDIVIDUAL,WB,TERMINATED,2023-09-28
1001,PRD001001,Prime Insurance,3.74,AGENCY,TN,ACTIVE,2023-09-29
1002,PRD001002,Secure Insurance,11.07,BROKER,KA,INACTIVE,2023-09-30
1003,PRD001003,Elite Insurance,9.31,AGENT,MH,SUSPENDED,2023-10-01
1004,PRD001004,Trusted Insurance,14.72,INDIVIDUAL,AP,TERMINATED,2023-10-02
1005,PRD001005,Global Insurance,6.98,AGENCY,TS,ACTIVE,2023-10-03
1006,PRD001006,Royal Insurance,7.48,BROKER,KL,INACTIVE,2023-10-04
1007,PRD001007,United Insurance,4.87,AGENT,DL,SUSPENDED,2023-10-05
1008,PRD001008,Pioneer Insurance,4.03,INDIVIDUAL,GJ,TERMINATED,2023-10-06
1009,PRD001009,Smart Insurance,13.1,AGENCY,RJ,ACTIVE,2023-10-07
1010,PRD001010,Apex Insurance,8.18,BROKER,WB,INACTIVE,2023-10-08
1011,PRD001011,Blue Insurance,10.78,AGENT,TN,SUSPENDED,2023-10-09
1012,PRD001012,Golden Insurance,10.52,INDIVIDUAL,KA,TERMINATED,2023-10-10
1013,PRD001013,Future Insurance,9.96,AGENCY,MH,ACTIVE,2023-10-11
1014,PRD001014,Vertex Insurance,2.77,BROKER,AP,INACTIVE,2023-10-12
1015,PRD001015,Summit Insurance,12.33,AGENT,TS,SUSPENDED,2023-10-13
1016,PRD001016,Shield Insurance,5.54,INDIVIDUAL,KL,TERMINATED,2023-10-14
1017,PRD001017,Crystal Insurance,4.07,AGENCY,DL,ACTIVE,2023-10-15
1018,PRD001018,Infinity Insurance,9.56,BROKER,GJ,INACTIVE,2023-10-16
1019,PRD001019,Vision Insurance,3.36,AGENT,RJ,SUSPENDED,2023-10-17
1020,PRD001020,First Insurance,12.06,INDIVIDUAL,WB,TERMINATED,2023-10-18
1021,PRD001021,Prime Brokers,5.09,AGENCY,TN,ACTIVE,2023-10-19
1022,PRD001022,Secure Brokers,5.2,BROKER,KA,INACTIVE,2023-10-20
1023,PRD001023,Elite Brokers,13.37,AGENT,MH,SUSPENDED,2023-10-21
1024,PRD001024,Trusted Brokers,6.61,INDIVIDUAL,AP,TERMINATED,2023-10-22
1025,PRD001025,Global Brokers,4.34,AGENCY,TS,ACTIVE,2023-10-23
1026,PRD001026,Royal Brokers,13.76,BROKER,KL,INACTIVE,2023-10-24
1027,PRD001027,United Brokers,2.54,AGENT,DL,SUSPENDED,2023-10-25
1028,PRD001028,Pioneer Brokers,13.23,INDIVIDUAL,GJ,TERMINATED,2023-10-26
1029,PRD001029,Smart Brokers,4.31,AGENCY,RJ,ACTIVE,2023-10-27
1030,PRD001030,Apex Brokers,4.12,BROKER,WB,INACTIVE,2023-10-28
1031,PRD001031,Blue Brokers,5.63,AGENT,TN,SUSPENDED,2023-10-29
1032,PRD001032,Golden Brokers,4.68,INDIVIDUAL,KA,TERMINATED,2023-10-30
1033,PRD001033,Future Brokers,10.76,AGENCY,MH,ACTIVE,2023-10-31
1034,PRD001034,Vertex Brokers,2.82,BROKER,AP,INACTIVE,2023-11-01
1035,PRD001035,Summit Brokers,2.69,AGENT,TS,SUSPENDED,2023-11-02
1036,PRD001036,Shield Brokers,12.37,INDIVIDUAL,KL,TERMINATED,2023-11-03
1037,PRD001037,Crystal Brokers,5.47,AGENCY,DL,ACTIVE,2023-11-04
1038,PRD001038,Infinity Brokers,6.55,BROKER,GJ,INACTIVE,2023-11-05
1039,PRD001039,Vision Brokers,4.68,AGENT,RJ,SUSPENDED,2023-11-06
1040,PRD001040,First Brokers,3.15,INDIVIDUAL,WB,TERMINATED,2023-11-07
1041,PRD001041,Prime Agency,11.77,AGENCY,TN,ACTIVE,2023-11-08
1042,PRD001042,Secure Agency,9.08,BROKER,KA,INACTIVE,2023-11-09
1043,PRD001043,Elite Agency,11.82,AGENT,MH,SUSPENDED,2023-11-10
1044,PRD001044,Trusted Agency,8.45,INDIVIDUAL,AP,TERMINATED,2023-11-11
1045,PRD001045,Global Agency,12.23,AGENCY,TS,ACTIVE,2023-11-12
1046,PRD001046,Royal Agency,8.92,BROKER,KL,INACTIVE,2023-11-13
1047,PRD001047,United Agency,3.86,AGENT,DL,SUSPENDED,2023-11-14
1048,PRD001048,Pioneer Agency,8.8,INDIVIDUAL,GJ,TERMINATED,2023-11-15
1049,PRD001049,Smart Agency,14.32,AGENCY,RJ,ACTIVE,2023-11-16
1050,PRD001050,Apex Agency,3.04,BROKER,WB,INACTIVE,2023-11-17
1051,PRD001051,Blue Agency,12.29,AGENT,TN,SUSPENDED,2023-11-18
1052,PRD001052,Golden Agency,13.34,INDIVIDUAL,KA,TERMINATED,2023-11-19
1053,PRD001053,Future Agency,9.02,AGENCY,MH,ACTIVE,2023-11-20
1054,PRD001054,Vertex Agency,8.23,BROKER,AP,INACTIVE,2023-11-21
1055,PRD001055,Summit Agency,14.55,AGENT,TS,SUSPENDED,2023-11-22
1056,PRD001056,Shield Agency,3.26,INDIVIDUAL,KL,TERMINATED,2023-11-23
1057,PRD001057,Crystal Agency,8.49,AGENCY,DL,ACTIVE,2023-11-24
1058,PRD001058,Infinity Agency,7.52,BROKER,GJ,INACTIVE,2023-11-25
1059,PRD001059,Vision Agency,11.08,AGENT,RJ,SUSPENDED,2023-11-26
1060,PRD001060,First Agency,8.63,INDIVIDUAL,WB,TERMINATED,2023-11-27
1061,PRD001061,Prime Coverage,13.87,AGENCY,TN,ACTIVE,2023-11-28
1062,PRD001062,Secure Coverage,3.42,BROKER,KA,INACTIVE,2023-11-29
1063,PRD001063,Elite Coverage,3.51,AGENT,MH,SUSPENDED,2023-11-30
1064,PRD001064,Trusted Coverage,10.1,INDIVIDUAL,AP,TERMINATED,2023-12-01
1065,PRD001065,Global Coverage,3.32,AGENCY,TS,ACTIVE,2023-12-02
1066,PRD001066,Royal Coverage,5.94,BROKER,KL,INACTIVE,2023-12-03
1067,PRD001067,United Coverage,10.41,AGENT,DL,SUSPENDED,2023-12-04
1068,PRD001068,Pioneer Coverage,9.35,INDIVIDUAL,GJ,TERMINATED,2023-12-05
1069,PRD001069,Smart Coverage,6.56,AGENCY,RJ,ACTIVE,2023-12-06
1070,PRD001070,Apex Coverage,14.93,BROKER,WB,INACTIVE,2023-12-07
1071,PRD001071,Blue Coverage,9.13,AGENT,TN,SUSPENDED,2023-12-08
1072,PRD001072,Golden Coverage,8.17,INDIVIDUAL,KA,TERMINATED,2023-12-09
1073,PRD001073,Future Coverage,10.07,AGENCY,MH,ACTIVE,2023-12-10
1074,PRD001074,Vertex Coverage,3.74,BROKER,AP,INACTIVE,2023-12-11
1075,PRD001075,Summit Coverage,11.27,AGENT,TS,SUSPENDED,2023-12-12
1076,PRD001076,Shield Coverage,13.16,INDIVIDUAL,KL,TERMINATED,2023-12-13
1077,PRD001077,Crystal Coverage,10.64,AGENCY,DL,ACTIVE,2023-12-14
1078,PRD001078,Infinity Coverage,12.11,BROKER,GJ,INACTIVE,2023-12-15
1079,PRD001079,Vision Coverage,11.51,AGENT,RJ,SUSPENDED,2023-12-16
1080,PRD001080,First Coverage,5.19,INDIVIDUAL,WB,TERMINATED,2023-12-17
1081,PRD001081,Prime Risk,8.14,AGENCY,TN,ACTIVE,2023-12-18
1082,PRD001082,Secure Risk,5.36,BROKER,KA,INACTIVE,2023-12-19
1083,PRD001083,Elite Risk,6.74,AGENT,MH,SUSPENDED,2023-12-20
1084,PRD001084,Trusted Risk,8.17,INDIVIDUAL,AP,TERMINATED,2023-12-21
1085,PRD001085,Global Risk,7.7,AGENCY,TS,ACTIVE,2023-12-22
1086,PRD001086,Royal Risk,3.69,BROKER,KL,INACTIVE,2023-12-23
1087,PRD001087,United Risk,7.83,AGENT,DL,SUSPENDED,2023-12-24
1088,PRD001088,Pioneer Risk,10.81,INDIVIDUAL,GJ,TERMINATED,2023-12-25
1089,PRD001089,Smart Risk,7.18,AGENCY,RJ,ACTIVE,2023-12-26
1090,PRD001090,Apex Risk,4.41,BROKER,WB,INACTIVE,2023-12-27
1091,PRD001091,Blue Risk,14.04,AGENT,TN,SUSPENDED,2023-12-28
1092,PRD001092,Golden Risk,3.34,INDIVIDUAL,KA,TERMINATED,2023-12-29
1093,PRD001093,Future Risk,12.9,AGENCY,MH,ACTIVE,2023-12-30
1094,PRD001094,Vertex Risk,3.67,BROKER,AP,INACTIVE,2023-12-31
1095,PRD001095,Summit Risk,3.71,AGENT,TS,SUSPENDED,2024-01-01
1096,PRD001096,Shield Risk,11.73,INDIVIDUAL,KL,TERMINATED,2024-01-02
1097,PRD001097,Crystal Risk,12.65,AGENCY,DL,ACTIVE,2024-01-03
1098,PRD001098,Infinity Risk,9.45,BROKER,GJ,INACTIVE,2024-01-04
1099,PRD001099,Vision Risk,9.83,AGENT,RJ,SUSPENDED,2024-01-05
1100,PRD001100,First Risk,9.52,INDIVIDUAL,WB,TERMINATED,2024-01-06
1101,PRD001101,Prime Assurance,6.62,AGENCY,TN,ACTIVE,2024-01-07
1102,PRD001102,Secure Assurance,4.03,BROKER,KA,INACTIVE,2024-01-08
1103,PRD001103,Elite Assurance,6.92,AGENT,MH,SUSPENDED,2024-01-09
1104,PRD001104,Trusted Assurance,10.82,INDIVIDUAL,AP,TERMINATED,2024-01-10
1105,PRD001105,Global Assurance,11.88,AGENCY,TS,ACTIVE,2024-01-11
1106,PRD001106,Royal Assurance,13.35,BROKER,KL,INACTIVE,2024-01-12
1107,PRD001107,United Assurance,11.51,AGENT,DL,SUSPENDED,2024-01-13
1108,PRD001108,Pioneer Assurance,14.6,INDIVIDUAL,GJ,TERMINATED,2024-01-14
1109,PRD001109,Smart Assurance,10.01,AGENCY,RJ,ACTIVE,2024-01-15
1110,PRD001110,Apex Assurance,6.9,BROKER,WB,INACTIVE,2024-01-16
1111,PRD001111,Blue Assurance,9.72,AGENT,TN,SUSPENDED,2024-01-17
1112,PRD001112,Golden Assurance,5.16,INDIVIDUAL,KA,TERMINATED,2024-01-18
1113,PRD001113,Future Assurance,10.71,AGENCY,MH,ACTIVE,2024-01-19
1114,PRD001114,Vertex Assurance,5.3,BROKER,AP,INACTIVE,2024-01-20
1115,PRD001115,Summit Assurance,3.85,AGENT,TS,SUSPENDED,2024-01-21
1116,PRD001116,Shield Assurance,13.07,INDIVIDUAL,KL,TERMINATED,2024-01-22
1117,PRD001117,Crystal Assurance,7.09,AGENCY,DL,ACTIVE,2024-01-23
1118,PRD001118,Infinity Assurance,12.03,BROKER,GJ,INACTIVE,2024-01-24
1119,PRD001119,Vision Assurance,9.68,AGENT,RJ,SUSPENDED,2024-01-25
1120,PRD001120,First Assurance,12.59,INDIVIDUAL,WB,TERMINATED,2024-01-26
1121,PRD001121,Prime Services,13.06,AGENCY,TN,ACTIVE,2024-01-27
1122,PRD001122,Secure Services,14.68,BROKER,KA,INACTIVE,2024-01-28
1123,PRD001123,Elite Services,12.73,AGENT,MH,SUSPENDED,2024-01-29
1124,PRD001124,Trusted Services,10.17,INDIVIDUAL,AP,TERMINATED,2024-01-30
1125,PRD001125,Global Services,10.53,AGENCY,TS,ACTIVE,2024-01-31
1126,PRD001126,Royal Services,2.83,BROKER,KL,INACTIVE,2024-02-01
1127,PRD001127,United Services,14.11,AGENT,DL,SUSPENDED,2024-02-02
1128,PRD001128,Pioneer Services,12.87,INDIVIDUAL,GJ,TERMINATED,2024-02-03
1129,PRD001129,Smart Services,5.84,AGENCY,RJ,ACTIVE,2024-02-04
1130,PRD001130,Apex Services,4.76,BROKER,WB,INACTIVE,2024-02-05
1131,PRD001131,Blue Services,11.28,AGENT,TN,SUSPENDED,2024-02-06
1132,PRD001132,Golden Services,6.36,INDIVIDUAL,KA,TERMINATED,2024-02-07
1133,PRD001133,Future Services,6.75,AGENCY,MH,ACTIVE,2024-02-08
1134,PRD001134,Vertex Services,2.58,BROKER,AP,INACTIVE,2024-02-09
1135,PRD001135,Summit Services,13.37,AGENT,TS,SUSPENDED,2024-02-10
1136,PRD001136,Shield Services,9.58,INDIVIDUAL,KL,TERMINATED,2024-02-11
1137,PRD001137,Crystal Services,7.51,AGENCY,DL,ACTIVE,2024-02-12
1138,PRD001138,Infinity Services,4.27,BROKER,GJ,INACTIVE,2024-02-13
1139,PRD001139,Vision Services,10.41,AGENT,RJ,SUSPENDED,2024-02-14
1140,PRD001140,First Services,2.88,INDIVIDUAL,WB,TERMINATED,2024-02-15
1141,PRD001141,Prime Partners,11.83,AGENCY,TN,ACTIVE,2024-02-16
1142,PRD001142,Secure Partners,5.19,BROKER,KA,INACTIVE,2024-02-17
1143,PRD001143,Elite Partners,7.75,AGENT,MH,SUSPENDED,2024-02-18
1144,PRD001144,Trusted Partners,6.76,INDIVIDUAL,AP,TERMINATED,2024-02-19
1145,PRD001145,Global Partners,7.13,AGENCY,TS,ACTIVE,2024-02-20
1146,PRD001146,Royal Partners,11.52,BROKER,KL,INACTIVE,2024-02-21
1147,PRD001147,United Partners,12.21,AGENT,DL,SUSPENDED,2024-02-22
1148,PRD001148,Pioneer Partners,9.59,INDIVIDUAL,GJ,TERMINATED,2024-02-23
1149,PRD001149,Smart Partners,3.56,AGENCY,RJ,ACTIVE,2024-02-24
1150,PRD001150,Apex Partners,3.16,BROKER,WB,INACTIVE,2024-02-25
1151,PRD001151,Blue Partners,4.47,AGENT,TN,SUSPENDED,2024-02-26
1152,PRD001152,Golden Partners,10.22,INDIVIDUAL,KA,TERMINATED,2024-02-27
1153,PRD001153,Future Partners,10.92,AGENCY,MH,ACTIVE,2024-02-28
1154,PRD001154,Vertex Partners,5.9,BROKER,AP,INACTIVE,2024-02-29
1155,PRD001155,Summit Partners,10.77,AGENT,TS,SUSPENDED,2024-03-01
1156,PRD001156,Shield Partners,8.57,INDIVIDUAL,KL,TERMINATED,2024-03-02
1157,PRD001157,Crystal Partners,8.03,AGENCY,DL,ACTIVE,2024-03-03
1158,PRD001158,Infinity Partners,5.91,BROKER,GJ,INACTIVE,2024-03-04
1159,PRD001159,Vision Partners,11.94,AGENT,RJ,SUSPENDED,2024-03-05
1160,PRD001160,First Partners,3.92,INDIVIDUAL,WB,TERMINATED,2024-03-06
1161,PRD001161,Prime Solutions,7.87,AGENCY,TN,ACTIVE,2024-03-07
1162,PRD001162,Secure Solutions,6.04,BROKER,KA,INACTIVE,2024-03-08
1163,PRD001163,Elite Solutions,10.98,AGENT,MH,SUSPENDED,2024-03-09
1164,PRD001164,Trusted Solutions,8.58,INDIVIDUAL,AP,TERMINATED,2024-03-10
1165,PRD001165,Global Solutions,10.84,AGENCY,TS,ACTIVE,2024-03-11
1166,PRD001166,Royal Solutions,3.07,BROKER,KL,INACTIVE,2024-03-12
1167,PRD001167,United Solutions,7.44,AGENT,DL,SUSPENDED,2024-03-13
1168,PRD001168,Pioneer Solutions,9.99,INDIVIDUAL,GJ,TERMINATED,2024-03-14
1169,PRD001169,Smart Solutions,2.6,AGENCY,RJ,ACTIVE,2024-03-15
1170,PRD001170,Apex Solutions,6.27,BROKER,WB,INACTIVE,2024-03-16
1171,PRD001171,Blue Solutions,5.14,AGENT,TN,SUSPENDED,2024-03-17
1172,PRD001172,Golden Solutions,4.22,INDIVIDUAL,KA,TERMINATED,2024-03-18
1173,PRD001173,Future Solutions,5.69,AGENCY,MH,ACTIVE,2024-03-19
1174,PRD001174,Vertex Solutions,6.6,BROKER,AP,INACTIVE,2024-03-20
1175,PRD001175,Summit Solutions,2.6,AGENT,TS,SUSPENDED,2024-03-21
1176,PRD001176,Shield Solutions,11.84,INDIVIDUAL,KL,TERMINATED,2024-03-22
1177,PRD001177,Crystal Solutions,4.7,AGENCY,DL,ACTIVE,2024-03-23
1178,PRD001178,Infinity Solutions,7.25,BROKER,GJ,INACTIVE,2024-03-24
1179,PRD001179,Vision Solutions,11.3,AGENT,RJ,SUSPENDED,2024-03-25
1180,PRD001180,First Solutions,8.75,INDIVIDUAL,WB,TERMINATED,2024-03-26
1181,PRD001181,Prime Consulting,12.92,AGENCY,TN,ACTIVE,2024-03-27
1182,PRD001182,Secure Consulting,12.58,BROKER,KA,INACTIVE,2024-03-28
1183,PRD001183,Elite Consulting,3.4,AGENT,MH,SUSPENDED,2024-03-29
1184,PRD001184,Trusted Consulting,13.27,INDIVIDUAL,AP,TERMINATED,2024-03-30
1185,PRD001185,Global Consulting,3.03,AGENCY,TS,ACTIVE,2024-03-31
1186,PRD001186,Royal Consulting,2.73,BROKER,KL,INACTIVE,2024-04-01
1187,PRD001187,United Consulting,14.01,AGENT,DL,SUSPENDED,2024-04-02
1188,PRD001188,Pioneer Consulting,13.28,INDIVIDUAL,GJ,TERMINATED,2024-04-03
1189,PRD001189,Smart Consulting,9.7,AGENCY,RJ,ACTIVE,2024-04-04
1190,PRD001190,Apex Consulting,9.67,BROKER,WB,INACTIVE,2024-04-05
1191,PRD001191,Blue Consulting,11.37,AGENT,TN,SUSPENDED,2024-04-06
1192,PRD001192,Golden Consulting,7.72,INDIVIDUAL,KA,TERMINATED,2024-04-07
1193,PRD001193,Future Consulting,3.94,AGENCY,MH,ACTIVE,2024-04-08
1194,PRD001194,Vertex Consulting,2.76,BROKER,AP,INACTIVE,2024-04-09
1195,PRD001195,Summit Consulting,6.56,AGENT,TS,SUSPENDED,2024-04-10
1196,PRD001196,Shield Consulting,12.52,INDIVIDUAL,KL,TERMINATED,2024-04-11
1197,PRD001197,Crystal Consulting,10.23,AGENCY,DL,ACTIVE,2024-04-12
1198,PRD001198,Infinity Consulting,12.9,BROKER,GJ,INACTIVE,2024-04-13
1199,PRD001199,Vision Consulting,14.0,AGENT,RJ,SUSPENDED,2024-04-14
1200,PRD001200,First Consulting,3.6,INDIVIDUAL,WB,TERMINATED,2024-04-15
1201,PRD001201,Prime Insurance,13.06,AGENCY,TN,ACTIVE,2024-04-16
1202,PRD001202,Secure Insurance,5.54,BROKER,KA,INACTIVE,2024-04-17
1203,PRD001203,Elite Insurance,9.86,AGENT,MH,SUSPENDED,2024-04-18
1204,PRD001204,Trusted Insurance,9.05,INDIVIDUAL,AP,TERMINATED,2024-04-19
1205,PRD001205,Global Insurance,7.45,AGENCY,TS,ACTIVE,2024-04-20
1206,PRD001206,Royal Insurance,6.38,BROKER,KL,INACTIVE,2024-04-21
1207,PRD001207,United Insurance,6.74,AGENT,DL,SUSPENDED,2024-04-22
1208,PRD001208,Pioneer Insurance,6.66,INDIVIDUAL,GJ,TERMINATED,2024-04-23
1209,PRD001209,Smart Insurance,4.6,AGENCY,RJ,ACTIVE,2024-04-24
1210,PRD001210,Apex Insurance,8.88,BROKER,WB,INACTIVE,2024-04-25
1211,PRD001211,Blue Insurance,3.93,AGENT,TN,SUSPENDED,2024-04-26
1212,PRD001212,Golden Insurance,8.87,INDIVIDUAL,KA,TERMINATED,2024-04-27
1213,PRD001213,Future Insurance,13.82,AGENCY,MH,ACTIVE,2024-04-28
1214,PRD001214,Vertex Insurance,6.87,BROKER,AP,INACTIVE,2024-04-29
1215,PRD001215,Summit Insurance,11.59,AGENT,TS,SUSPENDED,2024-04-30
1216,PRD001216,Shield Insurance,12.74,INDIVIDUAL,KL,TERMINATED,2024-05-01
1217,PRD001217,Crystal Insurance,12.69,AGENCY,DL,ACTIVE,2024-05-02
1218,PRD001218,Infinity Insurance,5.45,BROKER,GJ,INACTIVE,2024-05-03
1219,PRD001219,Vision Insurance,4.33,AGENT,RJ,SUSPENDED,2024-05-04
1220,PRD001220,First Insurance,4.97,INDIVIDUAL,WB,TERMINATED,2024-05-05
1221,PRD001221,Prime Brokers,10.03,AGENCY,TN,ACTIVE,2024-05-06
1222,PRD001222,Secure Brokers,12.0,BROKER,KA,INACTIVE,2024-05-07
1223,PRD001223,Elite Brokers,10.69,AGENT,MH,SUSPENDED,2024-05-08
1224,PRD001224,Trusted Brokers,4.71,INDIVIDUAL,AP,TERMINATED,2024-05-09
1225,PRD001225,Global Brokers,12.16,AGENCY,TS,ACTIVE,2024-05-10
1226,PRD001226,Royal Brokers,8.68,BROKER,KL,INACTIVE,2024-05-11
1227,PRD001227,United Brokers,11.93,AGENT,DL,SUSPENDED,2024-05-12
1228,PRD001228,Pioneer Brokers,12.0,INDIVIDUAL,GJ,TERMINATED,2024-05-13
1229,PRD001229,Smart Brokers,8.11,AGENCY,RJ,ACTIVE,2024-05-14
1230,PRD001230,Apex Brokers,14.05,BROKER,WB,INACTIVE,2024-05-15
1231,PRD001231,Blue Brokers,9.56,AGENT,TN,SUSPENDED,2024-05-16
1232,PRD001232,Golden Brokers,10.44,INDIVIDUAL,KA,TERMINATED,2024-05-17
1233,PRD001233,Future Brokers,10.31,AGENCY,MH,ACTIVE,2024-05-18
1234,PRD001234,Vertex Brokers,13.3,BROKER,AP,INACTIVE,2024-05-19
1235,PRD001235,Summit Brokers,10.34,AGENT,TS,SUSPENDED,2024-05-20
1236,PRD001236,Shield Brokers,4.39,INDIVIDUAL,KL,TERMINATED,2024-05-21
1237,PRD001237,Crystal Brokers,3.35,AGENCY,DL,ACTIVE,2024-05-22
1238,PRD001238,Infinity Brokers,8.03,BROKER,GJ,INACTIVE,2024-05-23
1239,PRD001239,Vision Brokers,6.29,AGENT,RJ,SUSPENDED,2024-05-24
1240,PRD001240,First Brokers,5.93,INDIVIDUAL,WB,TERMINATED,2024-05-25
1241,PRD001241,Prime Agency,3.2,AGENCY,TN,ACTIVE,2024-05-26
1242,PRD001242,Secure Agency,8.84,BROKER,KA,INACTIVE,2024-05-27
1243,PRD001243,Elite Agency,6.38,AGENT,MH,SUSPENDED,2024-05-28
1244,PRD001244,Trusted Agency,8.15,INDIVIDUAL,AP,TERMINATED,2024-05-29
1245,PRD001245,Global Agency,3.21,AGENCY,TS,ACTIVE,2024-05-30
1246,PRD001246,Royal Agency,12.9,BROKER,KL,INACTIVE,2024-05-31
1247,PRD001247,United Agency,3.46,AGENT,DL,SUSPENDED,2024-06-01
1248,PRD001248,Pioneer Agency,13.3,INDIVIDUAL,GJ,TERMINATED,2024-06-02
1249,PRD001249,Smart Agency,13.19,AGENCY,RJ,ACTIVE,2024-06-03
1250,PRD001250,Apex Agency,10.19,BROKER,WB,INACTIVE,2024-06-04
1251,PRD001251,Blue Agency,8.84,AGENT,TN,SUSPENDED,2024-06-05
1252,PRD001252,Golden Agency,8.28,INDIVIDUAL,KA,TERMINATED,2024-06-06
1253,PRD001253,Future Agency,9.43,AGENCY,MH,ACTIVE,2024-06-07
1254,PRD001254,Vertex Agency,12.4,BROKER,AP,INACTIVE,2024-06-08
1255,PRD001255,Summit Agency,13.7,AGENT,TS,SUSPENDED,2024-06-09
1256,PRD001256,Shield Agency,8.12,INDIVIDUAL,KL,TERMINATED,2024-06-10
1257,PRD001257,Crystal Agency,12.62,AGENCY,DL,ACTIVE,2024-06-11
1258,PRD001258,Infinity Agency,10.65,BROKER,GJ,INACTIVE,2024-06-12
1259,PRD001259,Vision Agency,6.52,AGENT,RJ,SUSPENDED,2024-06-13
1260,PRD001260,First Agency,8.45,INDIVIDUAL,WB,TERMINATED,2024-06-14
1261,PRD001261,Prime Coverage,4.39,AGENCY,TN,ACTIVE,2024-06-15
1262,PRD001262,Secure Coverage,3.27,BROKER,KA,INACTIVE,2024-06-16
1263,PRD001263,Elite Coverage,3.79,AGENT,MH,SUSPENDED,2024-06-17
1264,PRD001264,Trusted Coverage,13.74,INDIVIDUAL,AP,TERMINATED,2024-06-18
1265,PRD001265,Global Coverage,6.79,AGENCY,TS,ACTIVE,2024-06-19
1266,PRD001266,Royal Coverage,11.43,BROKER,KL,INACTIVE,2024-06-20
1267,PRD001267,United Coverage,8.81,AGENT,DL,SUSPENDED,2024-06-21
1268,PRD001268,Pioneer Coverage,4.66,INDIVIDUAL,GJ,TERMINATED,2024-06-22
1269,PRD001269,Smart Coverage,5.6,AGENCY,RJ,ACTIVE,2024-06-23
1270,PRD001270,Apex Coverage,7.97,BROKER,WB,INACTIVE,2024-06-24
1271,PRD001271,Blue Coverage,7.99,AGENT,TN,SUSPENDED,2024-06-25
1272,PRD001272,Golden Coverage,9.03,INDIVIDUAL,KA,TERMINATED,2024-06-26
1273,PRD001273,Future Coverage,4.48,AGENCY,MH,ACTIVE,2024-06-27
1274,PRD001274,Vertex Coverage,7.16,BROKER,AP,INACTIVE,2024-06-28
1275,PRD001275,Summit Coverage,6.04,AGENT,TS,SUSPENDED,2024-06-29
1276,PRD001276,Shield Coverage,7.61,INDIVIDUAL,KL,TERMINATED,2024-06-30
