coverage_id,policy_period_id,coverage_code,coverage_name,limit_amount,deductible_amount,coverage_start_date,coverage_end_date,coverage_status
885,885,CVG885,Flood,3046384.2,54850.71,2024-06-04,2025-06-04,ACTIVE
886,886,CVG886,Theft,2152050.17,79032.91,2024-06-05,2025-06-05,EXPIRED
887,887,CVG887,Personal Accident,3238703.38,67028.67,2024-06-06,2025-06-06,CANCELLED
888,888,CVG888,Glass Protection,9343633.71,381157.1,2024-06-07,2025-06-07,SUSPENDED
889,889,CVG889,Natural Disaster,2807229.61,29431.93,2024-06-08,2025-06-08,ACTIVE
890,890,CVG890,Business Interruption,6798560.23,150154.62,2024-06-09,2025-06-09,EXPIRED
891,891,CVG891,Comprehensive,9803589.32,410054.59,2024-06-10,2025-06-10,CANCELLED
892,892,CVG892,Collision,9550627.75,393559.52,2024-06-11,2025-06-11,SUSPENDED
893,893,CVG893,Third Party Liability,2975481.25,53390.15,2024-06-12,2025-06-12,ACTIVE
894,894,CVG894,Fire,7169998.75,147604.16,2024-06-13,2025-06-13,EXPIRED
895,895,CVG895,Flood,4479523.51,74091.22,2024-06-14,2025-06-14,CANCELLED
896,896,CVG896,Theft,4842884.7,68251.07,2024-06-15,2025-06-15,SUSPENDED
897,897,CVG897,Personal Accident,5431921.44,255224.68,2024-06-16,2025-06-16,ACTIVE
898,898,CVG898,Glass Protection,6992095.88,78152.63,2024-06-17,2025-06-17,EXPIRED
899,899,CVG899,Natural Disaster,6195202.64,194575.04,2024-06-18,2025-06-18,CANCELLED
900,900,CVG900,Business Interruption,2500334.58,87868.08,2022-01-01,2023-01-01,SUSPENDED
901,901,CVG901,Comprehensive,5357310.75,180581.58,2022-01-02,2023-01-02,ACTIVE
902,902,CVG902,Collision,619661.96,14623.13,2022-01-03,2023-01-03,EXPIRED
903,903,CVG903,Third Party Liability,7201844.76,68594.12,2022-01-04,2023-01-04,CANCELLED
904,904,CVG904,Fire,7730583.98,40455.42,2022-01-05,2023-01-05,SUSPENDED
905,905,CVG905,Flood,5548490.4,259721.98,2022-01-06,2023-01-06,ACTIVE
906,906,CVG906,Theft,4128383.77,194349.63,2022-01-07,2023-01-07,EXPIRED
907,907,CVG907,Personal Accident,8796156.25,232967.81,2022-01-08,2023-01-08,CANCELLED
908,908,CVG908,Glass Protection,2074614.15,100361.81,2022-01-09,2023-01-09,SUSPENDED
909,909,CVG909,Natural Disaster,3279560.25,111719.55,2022-01-10,2023-01-10,ACTIVE
910,910,CVG910,Business Interruption,9088575.89,82031.05,2022-01-11,2023-01-11,EXPIRED
911,911,CVG911,Comprehensive,5783920.2,168207.11,2022-01-12,2023-01-12,CANCELLED
912,912,CVG912,Collision,7258865.01,342256.37,2022-01-13,2023-01-13,SUSPENDED
913,913,CVG913,Third Party Liability,9140974.28,117716.69,2022-01-14,2023-01-14,ACTIVE
914,914,CVG914,Fire,8834225.23,114054.19,2022-01-15,2023-01-15,EXPIRED
915,915,CVG915,Flood,9204384.64,459047.8,2022-01-16,2023-01-16,CANCELLED
916,916,CVG916,Theft,4030246.29,109994.59,2022-01-17,2023-01-17,SUSPENDED
917,917,CVG917,Personal Accident,9372426.57,452649.89,2022-01-18,2023-01-18,ACTIVE
918,918,CVG918,Glass Protection,9267793.01,411985.3,2022-01-19,2023-01-19,EXPIRED
919,919,CVG919,Natural Disaster,191744.97,5859.4,2022-01-20,2023-01-20,CANCELLED
920,920,CVG920,Business Interruption,1162276.84,57224.38,2022-01-21,2023-01-21,SUSPENDED
921,921,CVG921,Comprehensive,2917160.36,144427.08,2022-01-22,2023-01-22,ACTIVE
922,922,CVG922,Collision,5478674.79,149162.72,2022-01-23,2023-01-23,EXPIRED
923,923,CVG923,Third Party Liability,9391748.97,406641.02,2022-01-24,2023-01-24,CANCELLED
924,924,CVG924,Fire,4733405.61,64736.48,2022-01-25,2023-01-25,SUSPENDED
925,925,CVG925,Flood,1215202.93,14961.87,2022-01-26,2023-01-26,ACTIVE
926,926,CVG926,Theft,4643253.26,76970.84,2022-01-27,2023-01-27,EXPIRED
927,927,CVG927,Personal Accident,1943370.78,74135.33,2022-01-28,2023-01-28,CANCELLED
928,928,CVG928,Glass Protection,7928599.88,242219.96,2022-01-29,2023-01-29,SUSPENDED
929,929,CVG929,Natural Disaster,7597099.23,97981.85,2022-01-30,2023-01-30,ACTIVE
930,930,CVG930,Business Interruption,8575850.39,389059.96,2022-01-31,2023-01-31,EXPIRED
931,931,CVG931,Comprehensive,8287199.27,233596.5,2022-02-01,2023-02-01,CANCELLED
932,932,CVG932,Collision,958703.92,33666.34,2022-02-02,2023-02-02,SUSPENDED
933,933,CVG933,Third Party Liability,1929333.89,21854.6,2022-02-03,2023-02-03,ACTIVE
934,934,CVG934,Fire,3303656.53,53394.09,2022-02-04,2023-02-04,EXPIRED
935,935,CVG935,Flood,2681774.24,41831.54,2022-02-05,2023-02-05,CANCELLED
936,936,CVG936,Theft,7562190.85,362467.66,2022-02-06,2023-02-06,SUSPENDED
937,937,CVG937,Personal Accident,3089263.81,115939.19,2022-02-07,2023-02-07,ACTIVE
938,938,CVG938,Glass Protection,213213.77,7337.91,2022-02-08,2023-02-08,EXPIRED
939,939,CVG939,Natural Disaster,6958409.05,54244.94,2022-02-09,2023-02-09,CANCELLED
940,940,CVG940,Business Interruption,1270425.99,23891.99,2022-02-10,2023-02-10,SUSPENDED
941,941,CVG941,Comprehensive,4113624.47,113591.25,2022-02-11,2023-02-11,ACTIVE
942,942,CVG942,Collision,8961671.86,328535.49,2022-02-12,2023-02-12,EXPIRED
943,943,CVG943,Third Party Liability,3178681.69,32688.64,2022-02-13,2023-02-13,CANCELLED
944,944,CVG944,Fire,9169690.82,167591.61,2022-02-14,2023-02-14,SUSPENDED
945,945,CVG945,Flood,6184791.94,91910.88,2022-02-15,2023-02-15,ACTIVE
946,946,CVG946,Theft,1422330.94,16916.28,2022-02-16,2023-02-16,EXPIRED
947,947,CVG947,Personal Accident,7502574.89,242019.96,2022-02-17,2023-02-17,CANCELLED
948,948,CVG948,Glass Protection,4216871.59,125306.67,2022-02-18,2023-02-18,SUSPENDED
949,949,CVG949,Natural Disaster,4761197.96,138971.26,2022-02-19,2023-02-19,ACTIVE
950,950,CVG950,Business Interruption,6674534.95,98973.5,2022-02-20,2023-02-20,EXPIRED
951,951,CVG951,Comprehensive,2549907.75,99352.77,2022-02-21,2023-02-21,CANCELLED
952,952,CVG952,Collision,8744037.08,75934.65,2022-02-22,2023-02-22,SUSPENDED
953,953,CVG953,Third Party Liability,4522804.98,165848.89,2022-02-23,2023-02-23,ACTIVE
954,954,CVG954,Fire,873216.95,26534.96,2022-02-24,2023-02-24,EXPIRED
955,955,CVG955,Flood,711404.67,21089.03,2022-02-25,2023-02-25,CANCELLED
956,956,CVG956,Theft,5104321.86,157068.02,2022-02-26,2023-02-26,SUSPENDED
957,957,CVG957,Personal Accident,1583538.58,31299.11,2022-02-27,2023-02-27,ACTIVE
958,958,CVG958,Glass Protection,5251381.26,53725.84,2022-02-28,2023-02-28,EXPIRED
959,959,CVG959,Natural Disaster,2133474.71,66653.26,2022-03-01,2023-03-01,CANCELLED
960,960,CVG960,Business Interruption,1000322.28,27975.9,2022-03-02,2023-03-02,SUSPENDED
961,961,CVG961,Comprehensive,8106051.62,205929.81,2022-03-03,2023-03-03,ACTIVE
962,962,CVG962,Collision,5181153.65,132409.21,2022-03-04,2023-03-04,EXPIRED
963,963,CVG963,Third Party Liability,671594.13,17331.85,2022-03-05,2023-03-05,CANCELLED
964,964,CVG964,Fire,8088461.99,303702.36,2022-03-06,2023-03-06,SUSPENDED
965,965,CVG965,Flood,4019892.23,167791.89,2022-03-07,2023-03-07,ACTIVE
966,966,CVG966,Theft,7483464.38,232167.05,2022-03-08,2023-03-08,EXPIRED
967,967,CVG967,Personal Accident,548369.05,11243.65,2022-03-09,2023-03-09,CANCELLED
968,968,CVG968,Glass Protection,731223.13,36367.8,2022-03-10,2023-03-10,SUSPENDED
969,969,CVG969,Natural Disaster,9352369.71,75809.01,2022-03-11,2023-03-11,ACTIVE
970,970,CVG970,Business Interruption,9344378.07,60066.31,2022-03-12,2023-03-12,EXPIRED
971,971,CVG971,Comprehensive,4147782.66,164267.72,2022-03-13,2023-03-13,CANCELLED
972,972,CVG972,Collision,7681694.06,376595.03,2022-03-14,2023-03-14,SUSPENDED
973,973,CVG973,Third Party Liability,6494220.1,155317.63,2022-03-15,2023-03-15,ACTIVE
974,974,CVG974,Fire,9929280.33,220545.03,2022-03-16,2023-03-16,EXPIRED
975,975,CVG975,Flood,8709240.82,398922.67,2022-03-17,2023-03-17,CANCELLED
976,976,CVG976,Theft,3818890.78,136421.72,2022-03-18,2023-03-18,SUSPENDED
977,977,CVG977,Personal Accident,6651746.13,194686.71,2022-03-19,2023-03-19,ACTIVE
978,978,CVG978,Glass Protection,6569987.57,135667.91,2022-03-20,2023-03-20,EXPIRED
979,979,CVG979,Natural Disaster,1866888.93,54469.53,2022-03-21,2023-03-21,CANCELLED
980,980,CVG980,Business Interruption,5335541.14,201435.97,2022-03-22,2023-03-22,SUSPENDED
981,981,CVG981,Comprehensive,2304633.14,11883.38,2022-03-23,2023-03-23,ACTIVE
982,982,CVG982,Collision,325079.74,5990.03,2022-03-24,2023-03-24,EXPIRED
983,983,CVG983,Third Party Liability,6767648.59,199645.91,2022-03-25,2023-03-25,CANCELLED
984,984,CVG984,Fire,5366142.72,225652.85,2022-03-26,2023-03-26,SUSPENDED
985,985,CVG985,Flood,2550369.18,52479.43,2022-03-27,2023-03-27,ACTIVE
986,986,CVG986,Theft,2828932.31,133478.83,2022-03-28,2023-03-28,EXPIRED
987,987,CVG987,Personal Accident,7277737.06,73345.1,2022-03-29,2023-03-29,CANCELLED
988,988,CVG988,Glass Protection,8113834.02,193643.36,2022-03-30,2023-03-30,SUSPENDED
989,989,CVG989,Natural Disaster,7683929.33,344002.2,2022-03-31,2023-03-31,ACTIVE
990,990,CVG990,Business Interruption,254893.38,3638.26,2022-04-01,2023-04-01,EXPIRED
991,991,CVG991,Comprehensive,1098877.46,7154.72,2022-04-02,2023-04-02,CANCELLED
992,992,CVG992,Collision,6018070.48,220549.54,2022-04-03,2023-04-03,SUSPENDED
993,993,CVG993,Third Party Liability,581895.58,22300.77,2022-04-04,2023-04-04,ACTIVE
994,994,CVG994,Fire,4082426.97,63462.42,2022-04-05,2023-04-05,EXPIRED
995,995,CVG995,Flood,2250965.18,98745.03,2022-04-06,2023-04-06,CANCELLED
996,996,CVG996,Theft,658795.95,18232.38,2022-04-07,2023-04-07,SUSPENDED
997,997,CVG997,Personal Accident,2963708.17,123617.4,2022-04-08,2023-04-08,ACTIVE
998,998,CVG998,Glass Protection,7342023.08,142073.04,2022-04-09,2023-04-09,EXPIRED
999,999,CVG999,Natural Disaster,6019384.98,212267.2,2022-04-10,2023-04-10,CANCELLED
1000,1000,CVG1000,Business Interruption,3274584.64,60839.82,2022-04-11,2023-04-11,SUSPENDED
1001,1001,CVG1001,Comprehensive,1518278.3,52698.77,2022-04-12,2023-04-12,ACTIVE
1002,1002,CVG1002,Collision,2288323.13,42385.56,2022-04-13,2023-04-13,EXPIRED
1003,1003,CVG1003,Third Party Liability,703480.61,33544.36,2022-04-14,2023-04-14,CANCELLED
1004,1004,CVG1004,Fire,8809167.52,405406.65,2022-04-15,2023-04-15,SUSPENDED
1005,1005,CVG1005,Flood,6297332.06,152546.74,2022-04-16,2023-04-16,ACTIVE
1006,1006,CVG1006,Theft,5006645.8,244089.31,2022-04-17,2023-04-17,EXPIRED
1007,1007,CVG1007,Personal Accident,9421705.46,331742.15,2022-04-18,2023-04-18,CANCELLED
1008,1008,CVG1008,Glass Protection,7879465.5,152412.9,2022-04-19,2023-04-19,SUSPENDED
1009,1009,CVG1009,Natural Disaster,4221613.87,49455.33,2022-04-20,2023-04-20,ACTIVE
1010,1010,CVG1010,Business Interruption,3826955.87,149055.05,2022-04-21,2023-04-21,EXPIRED
1011,1011,CVG1011,Comprehensive,4787836.32,206931.92,2022-04-22,2023-04-22,CANCELLED
1012,1012,CVG1012,Collision,3077290.55,113370.33,2022-04-23,2023-04-23,SUSPENDED
1013,1013,CVG1013,Third Party Liability,8077183.98,372869.89,2022-04-24,2023-04-24,ACTIVE
1014,1014,CVG1014,Fire,5667620.9,275165.14,2022-04-25,2023-04-25,EXPIRED
1015,1015,CVG1015,Flood,5617138.91,61980.49,2022-04-26,2023-04-26,CANCELLED
1016,1016,CVG1016,Theft,2504299.31,35436.22,2022-04-27,2023-04-27,SUSPENDED
1017,1017,CVG1017,Personal Accident,6502387.93,302362.17,2022-04-28,2023-04-28,ACTIVE
1018,1018,CVG1018,Glass Protection,8486620.52,77744.91,2022-04-29,2023-04-29,EXPIRED
1019,1019,CVG1019,Natural Disaster,7273388.65,98712.05,2022-04-30,2023-04-30,CANCELLED
1020,1020,CVG1020,Business Interruption,2757769.72,97391.29,2022-05-01,2023-05-01,SUSPENDED
1021,1021,CVG1021,Comprehensive,6068928.25,268931.94,2022-05-02,2023-05-02,ACTIVE
1022,1022,CVG1022,Collision,1962816.61,77092.25,2022-05-03,2023-05-03,EXPIRED
1023,1023,CVG1023,Third Party Liability,7270621.87,219196.68,2022-05-04,2023-05-04,CANCELLED
1024,1024,CVG1024,Fire,4846002.64,213836.28,2022-05-05,2023-05-05,SUSPENDED
1025,1025,CVG1025,Flood,3396346.68,163248.42,2022-05-06,2023-05-06,ACTIVE
1026,1026,CVG1026,Theft,251803.69,11878.13,2022-05-07,2023-05-07,EXPIRED
1027,1027,CVG1027,Personal Accident,9624567.81,98933.14,2022-05-08,2023-05-08,CANCELLED
1028,1028,CVG1028,Glass Protection,9995762.87,265401.89,2022-05-09,2023-05-09,SUSPENDED
1029,1029,CVG1029,Natural Disaster,2501672.5,80549.02,2022-05-10,2023-05-10,ACTIVE
1030,1030,CVG1030,Business Interruption,2124680.12,98119.2,2022-05-11,2023-05-11,EXPIRED
1031,1031,CVG1031,Comprehensive,5565585.0,222056.4,2022-05-12,2023-05-12,CANCELLED
1032,1032,CVG1032,Collision,3868551.27,112243.14,2022-05-13,2023-05-13,SUSPENDED
1033,1033,CVG1033,Third Party Liability,3656669.6,61323.35,2022-05-14,2023-05-14,ACTIVE
1034,1034,CVG1034,Fire,5176883.75,141730.02,2022-05-15,2023-05-15,EXPIRED
1035,1035,CVG1035,Flood,1076221.49,52906.33,2022-05-16,2023-05-16,CANCELLED
1036,1036,CVG1036,Theft,4747955.18,203155.05,2022-05-17,2023-05-17,SUSPENDED
1037,1037,CVG1037,Personal Accident,9151871.94,198428.34,2022-05-18,2023-05-18,ACTIVE
1038,1038,CVG1038,Glass Protection,4197908.69,127253.78,2022-05-19,2023-05-19,EXPIRED
1039,1039,CVG1039,Natural Disaster,2290613.57,26494.43,2022-05-20,2023-05-20,CANCELLED
1040,1040,CVG1040,Business Interruption,2681663.69,126210.15,2022-05-21,2023-05-21,SUSPENDED
1041,1041,CVG1041,Comprehensive,5833514.97,138785.23,2022-05-22,2023-05-22,ACTIVE
1042,1042,CVG1042,Collision,1608872.96,31926.38,2022-05-23,2023-05-23,EXPIRED
1043,1043,CVG1043,Third Party Liability,3860413.77,164072.69,2022-05-24,2023-05-24,CANCELLED
1044,1044,CVG1044,Fire,5043084.68,173771.38,2022-05-25,2023-05-25,SUSPENDED
1045,1045,CVG1045,Flood,6879981.46,114068.06,2022-05-26,2023-05-26,ACTIVE
1046,1046,CVG1046,Theft,8233760.2,399278.68,2022-05-27,2023-05-27,EXPIRED
1047,1047,CVG1047,Personal Accident,6452775.1,174720.51,2022-05-28,2023-05-28,CANCELLED
1048,1048,CVG1048,Glass Protection,1765513.09,71986.85,2022-05-29,2023-05-29,SUSPENDED
1049,1049,CVG1049,Natural Disaster,1775730.54,66437.38,2022-05-30,2023-05-30,ACTIVE
1050,1050,CVG1050,Business Interruption,4934331.58,228264.51,2022-05-31,2023-05-31,EXPIRED
1051,1051,CVG1051,Comprehensive,5467154.87,185235.0,2022-06-01,2023-06-01,CANCELLED
1052,1052,CVG1052,Collision,681447.31,4444.45,2022-06-02,2023-06-02,SUSPENDED
1053,1053,CVG1053,Third Party Liability,8482304.09,403193.3,2022-06-03,2023-06-03,ACTIVE
1054,1054,CVG1054,Fire,6715333.88,264552.24,2022-06-04,2023-06-04,EXPIRED
1055,1055,CVG1055,Flood,4182683.0,179497.8,2022-06-05,2023-06-05,CANCELLED
1056,1056,CVG1056,Theft,2391190.58,88049.93,2022-06-06,2023-06-06,SUSPENDED
1057,1057,CVG1057,Personal Accident,190500.47,5287.91,2022-06-07,2023-06-07,ACTIVE
1058,1058,CVG1058,Glass Protection,3794686.86,124475.54,2022-06-08,2023-06-08,EXPIRED
1059,1059,CVG1059,Natural Disaster,6700871.82,219409.13,2022-06-09,2023-06-09,CANCELLED
1060,1060,CVG1060,Business Interruption,4883721.12,131633.12,2022-06-10,2023-06-10,SUSPENDED
1061,1061,CVG1061,Comprehensive,165462.33,4934.74,2022-06-11,2023-06-11,ACTIVE
1062,1062,CVG1062,Collision,217324.58,6264.12,2022-06-12,2023-06-12,EXPIRED
1063,1063,CVG1063,Third Party Liability,2819933.3,138138.86,2022-06-13,2023-06-13,CANCELLED
1064,1064,CVG1064,Fire,269711.72,11217.87,2022-06-14,2023-06-14,SUSPENDED
1065,1065,CVG1065,Flood,6772926.23,279569.78,2022-06-15,2023-06-15,ACTIVE
1066,1066,CVG1066,Theft,9106756.32,89389.55,2022-06-16,2023-06-16,EXPIRED
1067,1067,CVG1067,Personal Accident,1053507.51,12326.45,2022-06-17,2023-06-17,CANCELLED
1068,1068,CVG1068,Glass Protection,2000127.36,57384.69,2022-06-18,2023-06-18,SUSPENDED
1069,1069,CVG1069,Natural Disaster,8170622.47,139142.54,2022-06-19,2023-06-19,ACTIVE
1070,1070,CVG1070,Business Interruption,4029274.58,87787.1,2022-06-20,2023-06-20,EXPIRED
1071,1071,CVG1071,Comprehensive,4119671.36,125341.41,2022-06-21,2023-06-21,CANCELLED
1072,1072,CVG1072,Collision,9903307.01,150169.55,2022-06-22,2023-06-22,SUSPENDED
1073,1073,CVG1073,Third Party Liability,6872012.09,296554.94,2022-06-23,2023-06-23,ACTIVE
1074,1074,CVG1074,Fire,6571983.62,286669.02,2022-06-24,2023-06-24,EXPIRED
1075,1075,CVG1075,Flood,7619899.92,70160.4,2022-06-25,2023-06-25,CANCELLED
1076,1076,CVG1076,Theft,3854713.82,115146.33,2022-06-26,2023-06-26,SUSPENDED
1077,1077,CVG1077,Personal Accident,655537.9,3556.46,2022-06-27,2023-06-27,ACTIVE
1078,1078,CVG1078,Glass Protection,1796697.39,49397.73,2022-06-28,2023-06-28,EXPIRED
1079,1079,CVG1079,Natural Disaster,4395705.55,177133.46,2022-06-29,2023-06-29,CANCELLED
1080,1080,CVG1080,Business Interruption,5701980.62,248653.19,2022-06-30,2023-06-30,SUSPENDED
1081,1081,CVG1081,Comprehensive,1044082.17,30035.28,2022-07-01,2023-07-01,ACTIVE
1082,1082,CVG1082,Collision,521262.4,7565.48,2022-07-02,2023-07-02,EXPIRED
1083,1083,CVG1083,Third Party Liability,8694357.22,390723.92,2022-07-03,2023-07-03,CANCELLED
1084,1084,CVG1084,Fire,4807452.85,34110.27,2022-07-04,2023-07-04,SUSPENDED
1085,1085,CVG1085,Flood,836045.79,39002.64,2022-07-05,2023-07-05,ACTIVE
1086,1086,CVG1086,Theft,9003185.34,273318.2,2022-07-06,2023-07-06,EXPIRED
1087,1087,CVG1087,Personal Accident,425727.62,19921.71,2022-07-07,2023-07-07,CANCELLED
1088,1088,CVG1088,Glass Protection,3213398.46,155098.25,2022-07-08,2023-07-08,SUSPENDED
1089,1089,CVG1089,Natural Disaster,5911657.43,229676.47,2022-07-09,2023-07-09,ACTIVE
1090,1090,CVG1090,Business Interruption,7155842.86,164035.68,2022-07-10,2023-07-10,EXPIRED
1091,1091,CVG1091,Comprehensive,861681.17,10607.52,2022-07-11,2023-07-11,CANCELLED
1092,1092,CVG1092,Collision,2480674.72,105575.72,2022-07-12,2023-07-12,SUSPENDED
1093,1093,CVG1093,Third Party Liability,3952650.41,179227.63,2022-07-13,2023-07-13,ACTIVE
1094,1094,CVG1094,Fire,3384125.41,131989.07,2022-07-14,2023-07-14,EXPIRED
1095,1095,CVG1095,Flood,1485510.88,73505.32,2022-07-15,2023-07-15,CANCELLED
1096,1096,CVG1096,Theft,7269219.34,200162.89,2022-07-16,2023-07-16,SUSPENDED
1097,1097,CVG1097,Personal Accident,9745800.94,72278.17,2022-07-17,2023-07-17,ACTIVE
1098,1098,CVG1098,Glass Protection,4427173.7,189219.0,2022-07-18,2023-07-18,EXPIRED
1099,1099,CVG1099,Natural Disaster,3471868.19,137504.22,2022-07-19,2023-07-19,CANCELLED
1100,1100,CVG1100,Business Interruption,9553098.13,218303.93,2022-07-20,2023-07-20,SUSPENDED
1101,1101,CVG1101,Comprehensive,7758193.67,49133.84,2022-07-21,2023-07-21,ACTIVE
1102,1102,CVG1102,Collision,2805937.58,139360.72,2022-07-22,2023-07-22,EXPIRED
1103,1103,CVG1103,Third Party Liability,4956974.22,104153.48,2022-07-23,2023-07-23,CANCELLED
1104,1104,CVG1104,Fire,9417314.17,230094.72,2022-07-24,2023-07-24,SUSPENDED
1105,1105,CVG1105,Flood,6828979.1,237172.05,2022-07-25,2023-07-25,ACTIVE
1106,1106,CVG1106,Theft,948371.76,31142.36,2022-07-26,2023-07-26,EXPIRED
1107,1107,CVG1107,Personal Accident,8000746.22,296746.75,2022-07-27,2023-07-27,CANCELLED
1108,1108,CVG1108,Glass Protection,912176.3,10891.33,2022-07-28,2023-07-28,SUSPENDED
1109,1109,CVG1109,Natural Disaster,7145603.83,239560.22,2022-07-29,2023-07-29,ACTIVE
1110,1110,CVG1110,Business Interruption,7422587.36,142888.67,2022-07-30,2023-07-30,EXPIRED
1111,1111,CVG1111,Comprehensive,1154854.09,6044.26,2022-07-31,2023-07-31,CANCELLED
1112,1112,CVG1112,Collision,3151847.81,66807.47,2022-08-01,2023-08-01,SUSPENDED
1113,1113,CVG1113,Third Party Liability,2770687.79,30374.54,2022-08-02,2023-08-02,ACTIVE
1114,1114,CVG1114,Fire,1955178.66,49266.52,2022-08-03,2023-08-03,EXPIRED
1115,1115,CVG1115,Flood,5591926.01,130638.51,2022-08-04,2023-08-04,CANCELLED
1116,1116,CVG1116,Theft,359992.85,7533.26,2022-08-05,2023-08-05,SUSPENDED
1117,1117,CVG1117,Personal Accident,1021336.18,32592.85,2022-08-06,2023-08-06,ACTIVE
1118,1118,CVG1118,Glass Protection,3311860.27,73972.74,2022-08-07,2023-08-07,EXPIRED
1119,1119,CVG1119,Natural Disaster,2989288.78,67112.46,2022-08-08,2023-08-08,CANCELLED
1120,1120,CVG1120,Business Interruption,938525.22,42750.88,2022-08-09,2023-08-09,SUSPENDED
1121,1121,CVG1121,Comprehensive,9061554.99,444177.38,2022-08-10,2023-08-10,ACTIVE
1122,1122,CVG1122,Collision,5762408.26,72786.31,2022-08-11,2023-08-11,EXPIRED
1123,1123,CVG1123,Third Party Liability,3869247.03,43520.53,2022-08-12,2023-08-12,CANCELLED
1124,1124,CVG1124,Fire,3081199.53,83779.59,2022-08-13,2023-08-13,SUSPENDED
1125,1125,CVG1125,Flood,726344.79,17839.34,2022-08-14,2023-08-14,ACTIVE
1126,1126,CVG1126,Theft,4268913.16,114365.93,2022-08-15,2023-08-15,EXPIRED
1127,1127,CVG1127,Personal Accident,861521.48,14065.62,2022-08-16,2023-08-16,CANCELLED
1128,1128,CVG1128,Glass Protection,2541241.68,84182.48,2022-08-17,2023-08-17,SUSPENDED
1129,1129,CVG1129,Natural Disaster,5978683.34,82503.86,2022-08-18,2023-08-18,ACTIVE
1130,1130,CVG1130,Business Interruption,1159026.44,21684.93,2022-08-19,2023-08-19,EXPIRED
1131,1131,CVG1131,Comprehensive,9493352.28,189390.24,2022-08-20,2023-08-20,CANCELLED
1132,1132,CVG1132,Collision,6239902.66,256980.66,2022-08-21,2023-08-21,SUSPENDED
1133,1133,CVG1133,Third Party Liability,3362462.99,67461.53,2022-08-22,2023-08-22,ACTIVE
1134,1134,CVG1134,Fire,8173207.15,356988.37,2022-08-23,2023-08-23,EXPIRED
1135,1135,CVG1135,Flood,9744831.23,108417.11,2022-08-24,2023-08-24,CANCELLED
1136,1136,CVG1136,Theft,3274585.04,155960.47,2022-08-25,2023-08-25,SUSPENDED
1137,1137,CVG1137,Personal Accident,2088429.74,39968.89,2022-08-26,2023-08-26,ACTIVE
1138,1138,CVG1138,Glass Protection,9649288.77,468884.37,2022-08-27,2023-08-27,EXPIRED
1139,1139,CVG1139,Natural Disaster,2985336.7,108287.42,2022-08-28,2023-08-28,CANCELLED
1140,1140,CVG1140,Business Interruption,4960972.4,153366.32,2022-08-29,2023-08-29,SUSPENDED
1141,1141,CVG1141,Comprehensive,2500000.54,54806.23,2022-08-30,2023-08-30,ACTIVE
1142,1142,CVG1142,Collision,8183295.7,185614.17,2022-08-31,2023-08-31,EXPIRED
1143,1143,CVG1143,Third Party Liability,1227489.45,37282.87,2022-09-01,2023-09-01,CANCELLED
1144,1144,CVG1144,Fire,5963047.64,176227.79,2022-09-02,2023-09-02,SUSPENDED
1145,1145,CVG1145,Flood,6848955.07,203786.97,2022-09-03,2023-09-03,ACTIVE
1146,1146,CVG1146,Theft,9534745.65,245739.0,2022-09-04,2023-09-04,EXPIRED
1147,1147,CVG1147,Personal Accident,7112833.81,175903.74,2022-09-05,2023-09-05,CANCELLED
1148,1148,CVG1148,Glass Protection,2984178.96,107960.4,2022-09-06,2023-09-06,SUSPENDED
1149,1149,CVG1149,Natural Disaster,8207759.12,334913.98,2022-09-07,2023-09-07,ACTIVE
1150,1150,CVG1150,Business Interruption,4150501.74,114008.66,2022-09-08,2023-09-08,EXPIRED
1151,1151,CVG1151,Comprehensive,6370026.79,101225.79,2022-09-09,2023-09-09,CANCELLED
1152,1152,CVG1152,Collision,6620763.39,246197.31,2022-09-10,2023-09-10,SUSPENDED
1153,1153,CVG1153,Third Party Liability,7911859.96,65893.38,2022-09-11,2023-09-11,ACTIVE
1154,1154,CVG1154,Fire,9907936.08,263209.89,2022-09-12,2023-09-12,EXPIRED
1155,1155,CVG1155,Flood,4067970.46,113079.69,2022-09-13,2023-09-13,CANCELLED
1156,1156,CVG1156,Theft,9211882.63,332796.75,2022-09-14,2023-09-14,SUSPENDED
1157,1157,CVG1157,Personal Accident,5482087.51,222476.49,2022-09-15,2023-09-15,ACTIVE
1158,1158,CVG1158,Glass Protection,3659341.98,165759.29,2022-09-16,2023-09-16,EXPIRED
1159,1159,CVG1159,Natural Disaster,5415369.26,182596.05,2022-09-17,2023-09-17,CANCELLED
1160,1160,CVG1160,Business Interruption,941321.15,37279.08,2022-09-18,2023-09-18,SUSPENDED
1161,1161,CVG1161,Comprehensive,6610256.28,138652.75,2022-09-19,2023-09-19,ACTIVE
1162,1162,CVG1162,Collision,6505298.5,45493.84,2022-09-20,2023-09-20,EXPIRED
1163,1163,CVG1163,Third Party Liability,9837721.24,349103.69,2022-09-21,2023-09-21,CANCELLED
1164,1164,CVG1164,Fire,4056215.69,157668.04,2022-09-22,2023-09-22,SUSPENDED
1165,1165,CVG1165,Flood,9660596.1,235433.55,2022-09-23,2023-09-23,ACTIVE
1166,1166,CVG1166,Theft,204422.95,3402.26,2022-09-24,2023-09-24,EXPIRED
1167,1167,CVG1167,Personal Accident,5155694.78,146142.81,2022-09-25,2023-09-25,CANCELLED
1168,1168,CVG1168,Glass Protection,5847131.13,180592.11,2022-09-26,2023-09-26,SUSPENDED
