premium_id,policy_period_id,written_premium,earned_premium,unearned_premium,transaction_date,currency_code,commission_rate,commission_amount,operating_expense,as_of_date
837,837,89913.16,70625.45,19287.71,2024-04-17,INR,6.09,5475.71,8538.45,2024-04-20
838,838,47026.31,36550.41,10475.9,2024-04-18,USD,14.1,6630.71,2337.5,2024-05-17
839,839,68463.04,42263.08,26199.96,2024-04-19,INR,14.91,10207.84,4325.44,2024-05-06
840,840,36880.53,29899.59,6980.94,2024-04-20,USD,16.95,6251.25,3299.43,2024-04-29
841,841,144219.47,69115.96,75103.51,2024-04-21,INR,15.16,21863.67,13555.45,2024-05-16
842,842,130735.15,98883.8,31851.35,2024-04-22,USD,19.36,25310.33,4024.1,2024-05-19
843,843,85485.11,39988.17,45496.94,2024-04-23,INR,5.08,4342.64,6134.91,2024-05-10
844,844,84391.19,37707.65,46683.54,2024-04-24,USD,8.15,6877.88,6911.65,2024-05-17
845,845,54858.49,34394.08,20464.41,2024-04-25,INR,14.69,8058.71,3614.01,2024-04-30
846,846,31678.94,23419.82,8259.12,2024-04-26,USD,8.79,2784.58,1204.55,2024-05-17
847,847,120950.71,105074.49,15876.22,2024-04-27,INR,17.77,21492.94,11522.48,2024-05-14
848,848,71883.45,50484.86,21398.59,2024-04-28,USD,9.36,6728.29,2495.46,2024-05-01
849,849,33625.55,24187.79,9437.76,2024-04-29,INR,19.27,6479.64,1849.39,2024-05-20
850,850,100043.58,45522.31,54521.27,2024-04-30,USD,14.29,14296.23,9304.88,2024-05-10
851,851,75449.88,43805.47,31644.41,2024-05-01,INR,14.89,11234.49,5925.99,2024-05-05
852,852,87005.04,52244.04,34761.0,2024-05-02,USD,9.74,8474.29,5218.69,2024-05-02
853,853,50416.14,41951.93,8464.21,2024-05-03,INR,15.68,7905.25,3774.09,2024-05-11
854,854,126815.96,60094.05,66721.91,2024-05-04,USD,15.99,20277.87,11597.57,2024-05-18
855,855,69576.91,57479.0,12097.91,2024-05-05,INR,12.3,8557.96,2617.36,2024-05-25
856,856,92961.01,80224.06,12736.95,2024-05-06,USD,17.88,16621.43,3699.86,2024-05-23
857,857,33482.63,26901.6,6581.03,2024-05-07,INR,14.4,4821.5,2709.41,2024-06-04
858,858,7701.39,5228.84,2472.55,2024-05-08,USD,5.47,421.27,544.74,2024-05-20
859,859,116534.04,60250.24,56283.8,2024-05-09,INR,5.55,6467.64,5621.97,2024-06-06
860,860,149815.59,98826.93,50988.66,2024-05-10,USD,16.63,24914.33,8330.84,2024-05-17
861,861,134258.44,97240.76,37017.68,2024-05-11,INR,17.86,23978.56,5285.98,2024-05-27
862,862,79009.74,48846.34,30163.4,2024-05-12,USD,12.53,9899.92,6035.36,2024-06-08
863,863,144780.04,136096.03,8684.01,2024-05-13,INR,15.26,22093.43,12017.38,2024-05-17
864,864,69701.96,34748.51,34953.45,2024-05-14,USD,19.23,13403.69,5308.43,2024-06-13
865,865,26198.86,21027.27,5171.59,2024-05-15,INR,19.09,5001.36,860.09,2024-06-08
866,866,75708.11,32900.75,42807.36,2024-05-16,USD,10.54,7979.63,2498.11,2024-05-22
867,867,80093.36,66902.24,13191.12,2024-05-17,INR,10.82,8666.1,7549.05,2024-06-14
868,868,11733.43,11021.5,711.93,2024-05-18,USD,9.86,1156.92,930.01,2024-06-03
869,869,96867.21,53317.88,43549.33,2024-05-19,INR,16.13,15624.68,6829.55,2024-06-06
870,870,30208.22,22943.79,7264.43,2024-05-20,USD,10.48,3165.82,2287.78,2024-06-15
871,871,16286.43,8768.17,7518.26,2024-05-21,INR,19.59,3190.51,742.71,2024-06-02
872,872,56170.21,49275.07,6895.14,2024-05-22,USD,12.3,6908.94,3580.72,2024-06-10
873,873,5956.66,5272.35,684.31,2024-05-23,INR,11.6,690.97,274.6,2024-06-08
874,874,98304.17,50757.83,47546.34,2024-05-24,USD,7.8,7667.73,5441.69,2024-06-15
875,875,123458.49,94274.18,29184.31,2024-05-25,INR,11.22,13852.04,6557.59,2024-05-28
876,876,74819.91,49631.64,25188.27,2024-05-26,USD,8.16,6105.3,3089.11,2024-06-21
877,877,64580.39,34487.13,30093.26,2024-05-27,INR,6.92,4468.96,4615.19,2024-05-31
878,878,96283.36,40588.73,55694.63,2024-05-28,USD,13.58,13075.28,3265.34,2024-06-05
879,879,138754.8,94929.43,43825.37,2024-05-29,INR,11.08,15374.03,13576.75,2024-06-18
880,880,7699.91,6127.21,1572.7,2024-05-30,USD,14.93,1149.6,383.78,2024-06-01
881,881,36406.05,26707.09,9698.96,2024-05-31,INR,12.07,4394.21,2319.68,2024-06-07
882,882,125402.72,91601.83,33800.89,2024-06-01,USD,16.92,21218.14,10964.18,2024-06-06
883,883,95365.7,64938.58,30427.12,2024-06-02,INR,7.52,7171.5,7437.7,2024-07-01
884,884,70753.17,51283.86,19469.31,2024-06-03,USD,8.45,5978.64,4031.68,2024-06-06
885,885,7401.58,5088.52,2313.06,2024-06-04,INR,18.64,1379.65,576.63,2024-06-30
886,886,26686.37,12087.97,14598.4,2024-06-05,USD,12.14,3239.73,1948.97,2024-06-06
887,887,132274.13,91571.59,40702.54,2024-06-06,INR,16.29,21547.46,4831.09,2024-06-27
888,888,23897.68,17490.98,6406.7,2024-06-07,USD,17.41,4160.59,2217.41,2024-07-01
889,889,103391.11,65893.56,37497.55,2024-06-08,INR,11.31,11693.53,9433.17,2024-06-30
890,890,81823.4,43056.9,38766.5,2024-06-09,USD,17.03,13934.53,6976.99,2024-06-21
891,891,55825.08,47034.95,8790.13,2024-06-10,INR,18.62,10394.63,4946.29,2024-06-28
892,892,19168.95,9079.1,10089.85,2024-06-11,USD,12.16,2330.94,887.06,2024-07-08
893,893,17153.55,12505.98,4647.57,2024-06-12,INR,13.16,2257.41,824.17,2024-06-12
894,894,107826.58,89947.03,17879.55,2024-06-13,USD,13.67,14739.89,4124.15,2024-06-13
895,895,59379.33,30460.43,28918.9,2024-06-14,INR,17.06,10130.11,3480.77,2024-06-17
896,896,27442.89,20811.78,6631.11,2024-06-15,USD,8.8,2414.97,2465.7,2024-06-28
897,897,86877.18,63988.03,22889.15,2024-06-16,INR,19.88,17271.18,5023.39,2024-06-22
898,898,64918.08,53952.35,10965.73,2024-06-17,USD,12.24,7945.97,3629.89,2024-07-04
899,899,75145.22,70913.01,4232.21,2024-06-18,INR,13.66,10264.84,6326.75,2024-06-30
900,900,111688.45,97196.81,14491.64,2022-01-01,USD,14.89,16630.41,9197.21,2022-01-15
901,901,118550.84,109313.93,9236.91,2022-01-02,INR,6.5,7705.8,7775.04,2022-01-27
902,902,54073.49,38003.76,16069.73,2022-01-03,USD,15.46,8359.76,4297.51,2022-01-08
903,903,61420.03,46048.57,15371.46,2022-01-04,INR,17.07,10484.4,5382.11,2022-01-19
904,904,139249.96,89044.44,50205.52,2022-01-05,USD,5.96,8299.3,6339.2,2022-01-07
905,905,93309.18,74504.78,18804.4,2022-01-06,INR,18.96,17691.42,5416.14,2022-01-26
906,906,80545.8,63742.59,16803.21,2022-01-07,USD,13.96,11244.19,7748.51,2022-02-02
907,907,30414.31,20435.45,9978.86,2022-01-08,INR,5.16,1569.38,2723.29,2022-02-06
908,908,121566.94,67749.69,53817.25,2022-01-09,USD,5.5,6686.18,8748.69,2022-01-25
909,909,106275.21,78468.78,27806.43,2022-01-10,INR,15.11,16058.18,5864.46,2022-01-30
910,910,5041.65,2453.24,2588.41,2022-01-11,USD,19.95,1005.81,426.41,2022-01-22
911,911,102101.0,63608.72,38492.28,2022-01-12,INR,8.0,8168.08,3172.86,2022-02-03
912,912,14949.49,6721.16,8228.33,2022-01-13,USD,9.27,1385.82,1316.8,2022-02-11
913,913,89525.2,52919.36,36605.84,2022-01-14,INR,17.23,15425.19,4103.9,2022-02-13
914,914,33206.15,30262.18,2943.97,2022-01-15,USD,13.62,4522.68,1603.11,2022-01-28
915,915,78404.52,55451.35,22953.17,2022-01-16,INR,12.55,9839.77,4217.98,2022-01-19
916,916,121426.63,112464.15,8962.48,2022-01-17,USD,18.14,22026.79,10554.44,2022-02-04
917,917,41270.52,26558.52,14712.0,2022-01-18,INR,10.66,4399.44,2635.29,2022-01-25
918,918,114833.63,106643.84,8189.79,2022-01-19,USD,11.88,13642.24,7148.44,2022-02-06
919,919,129993.38,86456.46,43536.92,2022-01-20,INR,8.87,11530.41,7381.95,2022-02-14
920,920,149158.71,115195.59,33963.12,2022-01-21,USD,8.45,12603.91,7771.34,2022-02-20
921,921,56198.96,39036.28,17162.68,2022-01-22,INR,15.51,8716.46,2721.97,2022-01-31
922,922,18486.37,14244.37,4242.0,2022-01-23,USD,17.32,3201.84,652.98,2022-02-21
923,923,30880.43,17683.06,13197.37,2022-01-24,INR,8.28,2556.9,2166.57,2022-01-29
924,924,142332.13,110408.32,31923.81,2022-01-25,USD,18.65,26544.94,9241.62,2022-01-31
925,925,39054.9,20821.38,18233.52,2022-01-26,INR,8.98,3507.13,1798.26,2022-02-21
926,926,41205.84,30501.73,10704.11,2022-01-27,USD,7.34,3024.51,1543.91,2022-02-25
927,927,16380.7,15163.27,1217.43,2022-01-28,INR,12.39,2029.57,499.02,2022-02-24
928,928,83513.72,35346.74,48166.98,2022-01-29,USD,12.23,10213.73,6133.81,2022-02-13
929,929,135227.57,119614.6,15612.97,2022-01-30,INR,13.62,18418.0,6657.43,2022-02-04
930,930,147737.23,133525.46,14211.77,2022-01-31,USD,9.2,13591.83,6728.91,2022-02-18
931,931,23595.66,16261.06,7334.6,2022-02-01,INR,11.35,2678.11,2259.89,2022-02-02
932,932,77858.91,48003.47,29855.44,2022-02-02,USD,15.3,11912.41,3288.45,2022-02-05
933,933,106245.46,69382.41,36863.05,2022-02-03,INR,15.34,16298.05,3275.27,2022-02-09
934,934,60017.06,27332.45,32684.61,2022-02-04,USD,10.42,6253.78,5421.28,2022-02-09
935,935,84541.69,44843.16,39698.53,2022-02-05,INR,12.07,10204.18,6164.43,2022-02-16
936,936,31667.48,20050.85,11616.63,2022-02-06,USD,11.29,3575.26,2617.43,2022-02-17
937,937,128877.28,71371.75,57505.53,2022-02-07,INR,7.7,9923.55,5049.38,2022-02-25
938,938,104471.73,88571.64,15900.09,2022-02-08,USD,15.81,16516.98,9014.46,2022-02-25
939,939,67671.72,41244.96,26426.76,2022-02-09,INR,7.19,4865.6,6573.65,2022-02-13
940,940,73583.12,29827.53,43755.59,2022-02-10,USD,11.32,8329.61,2900.13,2022-03-10
941,941,128161.54,87707.84,40453.7,2022-02-11,INR,15.81,20262.34,10890.31,2022-02-20
942,942,41391.23,36100.44,5290.79,2022-02-12,USD,5.72,2367.58,1528.51,2022-02-17
943,943,13705.27,11616.59,2088.68,2022-02-13,INR,12.15,1665.19,1015.43,2022-02-27
944,944,112966.02,61326.2,51639.82,2022-02-14,USD,10.4,11748.47,7797.41,2022-03-11
945,945,42368.65,17409.68,24958.97,2022-02-15,INR,6.82,2889.54,3843.51,2022-03-17
946,946,92808.52,66568.73,26239.79,2022-02-16,USD,14.75,13689.26,6282.27,2022-03-12
947,947,46268.27,26780.06,19488.21,2022-02-17,INR,12.66,5857.56,3897.27,2022-03-03
948,948,133996.71,81682.93,52313.78,2022-02-18,USD,9.3,12461.69,9945.22,2022-02-22
949,949,130897.36,98476.62,32420.74,2022-02-19,INR,18.93,24778.87,7791.95,2022-03-10
950,950,87887.45,76189.23,11698.22,2022-02-20,USD,6.07,5334.77,3633.26,2022-02-27
951,951,50454.9,38303.2,12151.7,2022-02-21,INR,15.66,7901.24,3651.77,2022-03-05
952,952,44330.97,28579.92,15751.05,2022-02-22,USD,17.94,7952.98,2456.89,2022-03-12
953,953,80535.68,52159.64,28376.04,2022-02-23,INR,7.51,6048.23,7231.69,2022-02-27
954,954,110527.0,84455.05,26071.95,2022-02-24,USD,19.11,21121.71,8737.03,2022-02-26
955,955,35532.87,21972.64,13560.23,2022-02-25,INR,6.43,2284.76,3396.07,2022-03-12
956,956,84522.89,35034.8,49488.09,2022-02-26,USD,10.96,9263.71,7061.87,2022-02-28
957,957,20069.62,14850.64,5218.98,2022-02-27,INR,6.26,1256.36,1910.85,2022-03-11
958,958,49858.74,26727.68,23131.06,2022-02-28,USD,9.26,4616.92,3682.25,2022-03-04
959,959,81377.64,40187.08,41190.56,2022-03-01,INR,5.53,4500.18,4474.05,2022-03-30
960,960,52154.19,34520.08,17634.11,2022-03-02,USD,19.62,10232.65,3538.19,2022-03-10
961,961,84539.06,40097.99,44441.07,2022-03-03,INR,19.23,16256.86,5727.53,2022-03-21
962,962,91649.71,68469.31,23180.4,2022-03-04,USD,14.54,13325.87,6367.72,2022-03-20
963,963,97769.04,67810.78,29958.26,2022-03-05,INR,18.63,18214.37,6229.41,2022-03-12
964,964,121682.63,78244.75,43437.88,2022-03-06,USD,10.49,12764.51,5863.46,2022-03-15
965,965,6530.59,4491.9,2038.69,2022-03-07,INR,16.37,1069.06,258.23,2022-03-16
966,966,73033.7,29547.57,43486.13,2022-03-08,USD,18.83,13752.25,7032.2,2022-03-23
967,967,48443.53,39783.19,8660.34,2022-03-09,INR,16.97,8220.87,3477.77,2022-04-03
968,968,6046.61,3661.25,2385.36,2022-03-10,USD,11.18,676.01,418.66,2022-03-22
969,969,41234.94,32708.21,8526.73,2022-03-11,INR,14.69,6057.41,3628.26,2022-03-18
970,970,43132.14,27269.5,15862.64,2022-03-12,USD,8.59,3705.05,3602.3,2022-04-10
971,971,93916.35,73410.51,20505.84,2022-03-13,INR,9.08,8527.6,7080.54,2022-03-30
972,972,122277.25,76679.71,45597.54,2022-03-14,USD,17.8,21765.35,5229.61,2022-03-23
973,973,21001.67,13660.3,7341.37,2022-03-15,INR,11.79,2476.1,1659.83,2022-03-30
974,974,32229.47,13235.59,18993.88,2022-03-16,USD,5.74,1849.97,2173.81,2022-03-21
975,975,145988.23,81047.26,64940.97,2022-03-17,INR,6.88,10043.99,8859.9,2022-03-17
976,976,38757.52,18715.08,20042.44,2022-03-18,USD,12.4,4805.93,2090.34,2022-03-27
977,977,118930.17,80172.93,38757.24,2022-03-19,INR,10.57,12570.92,9369.97,2022-03-20
978,978,52886.05,45690.93,7195.12,2022-03-20,USD,19.27,10191.14,1794.04,2022-04-13
979,979,61901.16,43253.78,18647.38,2022-03-21,INR,7.72,4778.77,5738.17,2022-03-29
980,980,123501.35,105660.18,17841.17,2022-03-22,USD,6.83,8435.14,10345.73,2022-03-29
981,981,60795.7,56919.05,3876.65,2022-03-23,INR,8.71,5295.31,6056.31,2022-03-29
982,982,71821.02,59183.95,12637.07,2022-03-24,USD,12.82,9207.45,7092.19,2022-04-08
983,983,61422.83,57041.39,4381.44,2022-03-25,INR,19.04,11694.91,2524.65,2022-04-17
984,984,11116.96,10178.48,938.48,2022-03-26,USD,12.81,1424.08,530.63,2022-04-15
985,985,48327.9,28911.42,19416.48,2022-03-27,INR,5.78,2793.35,3705.23,2022-03-30
986,986,39215.05,25050.14,14164.91,2022-03-28,USD,5.23,2050.95,3357.1,2022-04-15
987,987,22349.19,18639.87,3709.32,2022-03-29,INR,5.13,1146.51,736.17,2022-04-23
988,988,105158.96,81879.25,23279.71,2022-03-30,USD,7.32,7697.64,8828.7,2022-04-06
989,989,27866.28,12547.37,15318.91,2022-03-31,INR,14.28,3979.3,2651.74,2022-04-24
990,990,95644.19,41402.11,54242.08,2022-04-01,USD,14.67,14031.0,7564.78,2022-04-26
991,991,20571.79,13748.41,6823.38,2022-04-02,INR,9.75,2005.75,1421.19,2022-04-22
992,992,114721.14,96714.39,18006.75,2022-04-03,USD,11.58,13284.71,4991.24,2022-04-25
993,993,59776.5,47726.73,12049.77,2022-04-04,INR,8.76,5236.42,1958.53,2022-04-26
994,994,68437.5,38468.24,29969.26,2022-04-05,USD,15.46,10580.44,2962.27,2022-04-10
995,995,83824.98,48452.89,35372.09,2022-04-06,INR,12.03,10084.15,7605.97,2022-04-25
996,996,137598.73,97005.2,40593.53,2022-04-07,USD,6.03,8297.2,5621.15,2022-04-16
997,997,123815.69,86408.9,37406.79,2022-04-08,INR,11.81,14622.63,10439.43,2022-04-24
998,998,59961.32,30103.21,29858.11,2022-04-09,USD,5.28,3165.96,5395.2,2022-05-03
999,999,94928.61,54715.12,40213.49,2022-04-10,INR,5.95,5648.25,9274.66,2022-05-06
1000,1000,61186.17,42110.67,19075.5,2022-04-11,USD,12.46,7623.8,4197.54,2022-04-30
1001,1001,46053.72,28801.65,17252.07,2022-04-12,INR,9.83,4527.08,1691.92,2022-05-03
1002,1002,14668.58,12605.54,2063.04,2022-04-13,USD,6.95,1019.47,1336.96,2022-04-19
1003,1003,20523.0,10372.1,10150.9,2022-04-14,INR,5.48,1124.66,1537.64,2022-04-26
1004,1004,100398.58,69194.88,31203.7,2022-04-15,USD,15.52,15581.86,4810.67,2022-04-26
1005,1005,37004.8,29411.96,7592.84,2022-04-16,INR,5.2,1924.25,3495.93,2022-05-06
1006,1006,76253.8,67818.0,8435.8,2022-04-17,USD,6.2,4727.74,6563.27,2022-04-18
1007,1007,57334.28,46378.42,10955.86,2022-04-18,INR,18.36,10526.57,5019.15,2022-05-13
1008,1008,107722.9,91888.02,15834.88,2022-04-19,USD,8.99,9684.29,3538.24,2022-04-21
1009,1009,125996.19,55799.23,70196.96,2022-04-20,INR,8.24,10382.09,8361.61,2022-04-23
1010,1010,110149.93,76269.31,33880.62,2022-04-21,USD,7.84,8635.75,7361.7,2022-04-28
1011,1011,87654.01,80740.46,6913.55,2022-04-22,INR,13.38,11728.11,6054.25,2022-05-15
1012,1012,20299.56,15249.91,5049.65,2022-04-23,USD,10.37,2105.06,1260.81,2022-05-14
1013,1013,66925.87,30602.28,36323.59,2022-04-24,INR,16.89,11303.78,4584.26,2022-05-10
1014,1014,53939.37,26268.31,27671.06,2022-04-25,USD,19.98,10777.09,3290.89,2022-05-06
1015,1015,135860.32,95447.95,40412.37,2022-04-26,INR,19.95,27104.13,12110.56,2022-05-09
1016,1016,115806.73,73748.44,42058.29,2022-04-27,USD,15.89,18401.69,8406.29,2022-05-15
1017,1017,84115.8,50998.12,33117.68,2022-04-28,INR,13.25,11145.34,6907.63,2022-05-09
1018,1018,144439.51,93325.96,51113.55,2022-04-29,USD,10.96,15830.57,11676.77,2022-05-08
1019,1019,91385.61,62570.37,28815.24,2022-04-30,INR,19.9,18185.74,4672.45,2022-05-09
1020,1020,147737.19,76550.4,71186.79,2022-05-01,USD,9.72,14360.05,12410.9,2022-05-31
1021,1021,105009.28,57941.65,47067.63,2022-05-02,INR,13.3,13966.23,7239.61,2022-05-31
1022,1022,87883.72,39710.95,48172.77,2022-05-03,USD,11.91,10466.95,3596.86,2022-05-11
1023,1023,58227.02,41934.26,16292.76,2022-05-04,INR,8.49,4943.47,5052.66,2022-05-06
1024,1024,87720.64,62543.56,25177.08,2022-05-05,USD,8.26,7245.72,3105.67,2022-05-15
1025,1025,119971.11,59397.26,60573.85,2022-05-06,INR,17.39,20862.98,9390.34,2022-05-24
1026,1026,123829.71,56026.78,67802.93,2022-05-07,USD,14.63,18116.29,4038.83,2022-06-01
1027,1027,88561.14,39246.98,49314.16,2022-05-08,INR,5.84,5171.97,7435.87,2022-05-19
1028,1028,132569.91,84694.6,47875.31,2022-05-09,USD,18.95,25122.0,5095.7,2022-06-02
1029,1029,37874.06,28747.49,9126.57,2022-05-10,INR,14.03,5313.73,1166.54,2022-06-03
1030,1030,96668.07,41545.07,55123.0,2022-05-11,USD,12.87,12441.18,5060.78,2022-05-29
1031,1031,26689.1,18050.4,8638.7,2022-05-12,INR,8.31,2217.86,895.06,2022-06-04
1032,1032,149618.26,139754.25,9864.01,2022-05-13,USD,16.29,24372.81,10513.35,2022-05-15
1033,1033,37202.42,20810.31,16392.11,2022-05-14,INR,10.91,4058.78,1460.32,2022-05-16
1034,1034,73998.92,59933.45,14065.47,2022-05-15,USD,13.22,9782.66,3580.0,2022-05-27
1035,1035,77764.35,64202.54,13561.81,2022-05-16,INR,6.96,5412.4,3067.1,2022-06-02
1036,1036,33725.74,20823.13,12902.61,2022-05-17,USD,13.57,4576.58,2336.58,2022-06-09
1037,1037,81015.93,43203.63,37812.3,2022-05-18,INR,8.99,7283.33,4869.43,2022-06-08
1038,1038,139000.02,62449.52,76550.5,2022-05-19,USD,15.08,20961.2,8291.05,2022-05-30
1039,1039,32621.01,19229.72,13391.29,2022-05-20,INR,14.83,4837.7,2736.17,2022-05-25
1040,1040,148209.53,109515.22,38694.31,2022-05-21,USD,19.85,29419.59,9034.07,2022-05-25
1041,1041,68867.2,62553.27,6313.93,2022-05-22,INR,8.5,5853.71,5369.93,2022-05-26
1042,1042,114871.4,99825.58,15045.82,2022-05-23,USD,6.69,7684.9,3884.68,2022-06-22
1043,1043,95045.35,45737.95,49307.4,2022-05-24,INR,17.49,16623.43,4765.38,2022-06-03
1044,1044,105600.31,48703.17,56897.14,2022-05-25,USD,11.75,12408.04,3336.16,2022-05-31
1045,1045,112301.88,58007.45,54294.43,2022-05-26,INR,13.2,14823.85,9267.7,2022-06-12
1046,1046,75038.82,60140.46,14898.36,2022-05-27,USD,7.12,5342.76,5921.53,2022-05-27
1047,1047,59607.97,53547.16,6060.81,2022-05-28,INR,12.9,7689.43,2854.15,2022-05-29
1048,1048,46181.96,38518.23,7663.73,2022-05-29,USD,14.27,6590.17,1557.07,2022-06-18
1049,1049,142050.59,62023.38,80027.21,2022-05-30,INR,14.91,21179.74,10853.9,2022-06-28
1050,1050,100714.55,88161.01,12553.54,2022-05-31,USD,5.29,5327.8,9136.7,2022-06-20
1051,1051,61045.87,57315.12,3730.75,2022-06-01,INR,12.63,7710.09,4864.03,2022-06-29
1052,1052,50741.12,44486.01,6255.11,2022-06-02,USD,12.97,6581.12,2184.37,2022-06-18
1053,1053,145184.75,102845.7,42339.05,2022-06-03,INR,15.69,22779.49,4759.54,2022-07-02
1054,1054,81765.23,47707.01,34058.22,2022-06-04,USD,10.9,8912.41,3351.59,2022-06-15
1055,1055,104225.15,62061.7,42163.45,2022-06-05,INR,9.53,9932.66,10393.29,2022-06-21
1056,1056,45002.35,19535.76,25466.59,2022-06-06,USD,8.87,3991.71,2569.72,2022-07-02
1057,1057,148602.43,136606.53,11995.9,2022-06-07,INR,19.24,28591.11,6804.62,2022-06-17
1058,1058,135090.42,102846.02,32244.4,2022-06-08,USD,6.32,8537.71,7666.99,2022-07-08
1059,1059,103309.26,90910.68,12398.58,2022-06-09,INR,15.3,15806.32,6117.29,2022-06-27
1060,1060,27148.63,25351.27,1797.36,2022-06-10,USD,18.65,5063.22,1440.23,2022-06-27
1061,1061,24106.96,18293.81,5813.15,2022-06-11,INR,13.72,3307.47,1877.53,2022-06-17
1062,1062,130075.21,74136.25,55938.96,2022-06-12,USD,15.58,20265.72,8671.64,2022-06-16
1063,1063,67359.32,60620.1,6739.22,2022-06-13,INR,16.55,11147.97,5115.01,2022-07-01
1064,1064,137981.26,79287.19,58694.07,2022-06-14,USD,13.36,18434.3,13301.68,2022-06-17
1065,1065,31699.61,27316.74,4382.87,2022-06-15,INR,7.18,2276.03,1016.41,2022-06-25
1066,1066,132619.13,83247.96,49371.17,2022-06-16,USD,11.17,14813.56,8091.13,2022-07-15
1067,1067,124146.28,93142.74,31003.54,2022-06-17,INR,16.08,19962.72,5044.93,2022-06-23
1068,1068,20481.86,10273.92,10207.94,2022-06-18,USD,16.44,3367.22,1491.87,2022-06-26
1069,1069,92812.65,68384.28,24428.37,2022-06-19,INR,13.95,12947.36,4284.59,2022-06-19
1070,1070,57092.89,44445.54,12647.35,2022-06-20,USD,12.15,6936.79,3720.33,2022-07-09
1071,1071,72970.71,55258.0,17712.71,2022-06-21,INR,7.76,5662.53,4168.25,2022-07-06
1072,1072,24939.34,12626.61,12312.73,2022-06-22,USD,5.48,1366.68,2082.88,2022-06-22
1073,1073,139188.09,128416.17,10771.92,2022-06-23,INR,8.34,11608.29,10716.61,2022-06-29
1074,1074,114877.61,50129.71,64747.9,2022-06-24,USD,18.91,21723.36,11372.19,2022-07-21
1075,1075,94473.61,73531.12,20942.49,2022-06-25,INR,18.0,17005.25,8703.96,2022-07-08
1076,1076,63705.68,26947.79,36757.89,2022-06-26,USD,16.03,10212.02,3607.41,2022-07-06
1077,1077,62151.85,56963.82,5188.03,2022-06-27,INR,13.58,8440.22,4197.19,2022-07-17
1078,1078,131988.53,109920.83,22067.7,2022-06-28,USD,12.81,16907.73,8132.17,2022-07-24
1079,1079,132276.21,116770.66,15505.55,2022-06-29,INR,8.69,11494.8,8948.6,2022-07-22
1080,1080,10691.49,6554.62,4136.87,2022-06-30,USD,16.48,1761.96,1041.15,2022-07-06
1081,1081,47221.01,29226.12,17994.89,2022-07-01,INR,9.57,4519.05,4152.31,2022-07-15
1082,1082,29140.56,16374.98,12765.58,2022-07-02,USD,18.79,5475.51,2281.61,2022-07-30
1083,1083,25624.74,21946.09,3678.65,2022-07-03,INR,11.78,3018.59,2064.98,2022-07-06
1084,1084,31066.85,22430.15,8636.7,2022-07-04,USD,18.41,5719.41,2120.27,2022-07-16
1085,1085,64966.1,42097.2,22868.9,2022-07-05,INR,7.68,4989.4,4633.52,2022-07-27
1086,1086,134890.26,119432.06,15458.2,2022-07-06,USD,6.35,8565.53,7106.72,2022-07-26
1087,1087,136538.56,114428.52,22110.04,2022-07-07,INR,15.78,21545.78,5276.96,2022-07-10
1088,1088,107402.87,80416.81,26986.06,2022-07-08,USD,6.28,6744.9,8539.55,2022-07-31
1089,1089,119704.66,81568.74,38135.92,2022-07-09,INR,19.25,23043.15,6764.21,2022-07-21
1090,1090,11366.38,5614.84,5751.54,2022-07-10,USD,10.03,1140.05,1034.24,2022-08-06
1091,1091,26763.01,23493.91,3269.1,2022-07-11,INR,7.68,2055.4,2136.85,2022-07-24
1092,1092,49669.02,39814.14,9854.88,2022-07-12,USD,19.41,9640.76,2494.11,2022-07-17
1093,1093,22045.33,10413.42,11631.91,2022-07-13,INR,8.04,1772.44,1622.08,2022-07-21
1094,1094,6770.13,4561.0,2209.13,2022-07-14,USD,12.48,844.91,585.76,2022-08-02
1095,1095,132991.92,70596.51,62395.41,2022-07-15,INR,13.83,18392.78,8418.37,2022-07-28
1096,1096,69071.93,50468.73,18603.2,2022-07-16,USD,5.1,3522.67,6337.47,2022-07-24
1097,1097,94866.08,67037.28,27828.8,2022-07-17,INR,17.38,16487.72,3170.83,2022-07-21
1098,1098,12984.27,7686.18,5298.09,2022-07-18,USD,7.18,932.27,419.01,2022-08-05
1099,1099,126512.09,71370.89,55141.2,2022-07-19,INR,18.81,23796.92,4229.58,2022-08-01
1100,1100,149091.6,72866.19,76225.41,2022-07-20,USD,9.27,13820.79,11370.43,2022-08-11
1101,1101,91270.5,76030.08,15240.42,2022-07-21,INR,7.66,6991.32,5647.24,2022-08-08
1102,1102,57227.35,24019.01,33208.34,2022-07-22,USD,16.53,9459.68,3010.02,2022-08-19
1103,1103,59946.21,26209.48,33736.73,2022-07-23,INR,11.41,6839.86,4108.29,2022-08-01
1104,1104,73268.44,34224.62,39043.82,2022-07-24,USD,17.89,13107.72,3886.49,2022-08-06
1105,1105,81073.7,63456.89,17616.81,2022-07-25,INR,14.18,11496.25,3052.52,2022-08-17
1106,1106,147005.74,101569.3,45436.44,2022-07-26,USD,6.32,9290.76,11861.19,2022-08-14
1107,1107,140414.29,132333.89,8080.4,2022-07-27,INR,9.31,13072.57,10196.76,2022-08-06
1108,1108,42650.71,30551.92,12098.79,2022-07-28,USD,14.35,6120.38,4047.44,2022-08-16
1109,1109,86581.98,59381.23,27200.75,2022-07-29,INR,14.48,12537.07,5582.4,2022-08-03
1110,1110,133131.23,70292.88,62838.35,2022-07-30,USD,9.36,12461.08,5797.72,2022-08-02
