policy_period_id,policy_id,job_id,term_number,effective_date,expiration_date,period_status,written_date,transaction_effective_date
984,984,984,4,2022-03-26,2023-03-26,ENDED,2022-03-24,2022-03-24
985,985,985,5,2022-03-27,2023-03-27,ACTIVE,2022-03-19,2022-03-24
986,986,986,1,2022-03-28,2023-03-28,EXPIRED,2022-03-21,2022-03-22
987,987,987,2,2022-03-29,2023-03-29,CANCELLED,2022-03-26,2022-03-29
988,988,988,3,2022-03-30,2023-03-30,ENDED,2022-03-21,2022-03-26
989,989,989,4,2022-03-31,2023-03-31,ACTIVE,2022-03-27,2022-03-31
990,990,990,5,2022-04-01,2023-04-01,EXPIRED,2022-03-23,2022-03-28
991,991,991,1,2022-04-02,2023-04-02,CANCELLED,2022-03-20,2022-03-22
992,992,992,2,2022-04-03,2023-04-03,ENDED,2022-04-01,2022-04-04
993,993,993,3,2022-04-04,2023-04-04,ACTIVE,2022-03-21,2022-03-26
994,994,994,4,2022-04-05,2023-04-05,EXPIRED,2022-04-04,2022-04-07
995,995,995,5,2022-04-06,2023-04-06,CANCELLED,2022-04-05,2022-04-08
996,996,996,1,2022-04-07,2023-04-07,ENDED,2022-03-23,2022-03-23
997,997,997,2,2022-04-08,2023-04-08,ACTIVE,2022-03-25,2022-03-27
998,998,998,3,2022-04-09,2023-04-09,EXPIRED,2022-03-30,2022-04-02
999,999,999,4,2022-04-10,2023-04-10,CANCELLED,2022-03-31,2022-04-03
1000,1000,1000,5,2022-04-11,2023-04-11,ENDED,2022-03-30,2022-04-04
1001,1001,1001,1,2022-04-12,2023-04-12,ACTIVE,2022-04-05,2022-04-07
1002,1002,1002,2,2022-04-13,2023-04-13,EXPIRED,2022-04-11,2022-04-14
1003,1003,1003,3,2022-04-14,2023-04-14,CANCELLED,2022-04-13,2022-04-15
1004,1004,1004,4,2022-04-15,2023-04-15,ENDED,2022-04-12,2022-04-16
1005,1005,1005,5,2022-04-16,2023-04-16,ACTIVE,2022-04-08,2022-04-13
1006,1006,1006,1,2022-04-17,2023-04-17,EXPIRED,2022-04-02,2022-04-04
1007,1007,1007,2,2022-04-18,2023-04-18,CANCELLED,2022-04-16,2022-04-19
1008,1008,1008,3,2022-04-19,2023-04-19,ENDED,2022-04-05,2022-04-05
1009,1009,1009,4,2022-04-20,2023-04-20,ACTIVE,2022-04-16,2022-04-19
1010,1010,1010,5,2022-04-21,2023-04-21,EXPIRED,2022-04-11,2022-04-14
1011,1011,1011,1,2022-04-22,2023-04-22,CANCELLED,2022-04-13,2022-04-13
1012,1012,1012,2,2022-04-23,2023-04-23,ENDED,2022-04-16,2022-04-18
1013,1013,1013,3,2022-04-24,2023-04-24,ACTIVE,2022-04-12,2022-04-14
1014,1014,1014,4,2022-04-25,2023-04-25,EXPIRED,2022-04-21,2022-04-23
1015,1015,1015,5,2022-04-26,2023-04-26,CANCELLED,2022-04-13,2022-04-14
1016,1016,1016,1,2022-04-27,2023-04-27,ENDED,2022-04-25,2022-04-29
1017,1017,1017,2,2022-04-28,2023-04-28,ACTIVE,2022-04-17,2022-04-17
1018,1018,1018,3,2022-04-29,2023-04-29,EXPIRED,2022-04-20,2022-04-24
1019,1019,1019,4,2022-04-30,2023-04-30,CANCELLED,2022-04-26,2022-04-28
1020,1020,1020,5,2022-05-01,2023-05-01,ENDED,2022-04-25,2022-04-30
1021,1021,1021,1,2022-05-02,2023-05-02,ACTIVE,2022-04-18,2022-04-23
1022,1022,1022,2,2022-05-03,2023-05-03,EXPIRED,2022-04-19,2022-04-20
1023,1023,1023,3,2022-05-04,2023-05-04,CANCELLED,2022-04-30,2022-04-30
1024,1024,1024,4,2022-05-05,2023-05-05,ENDED,2022-05-02,2022-05-04
1025,1025,1025,5,2022-05-06,2023-05-06,ACTIVE,2022-05-02,2022-05-03
1026,1026,1026,1,2022-05-07,2023-05-07,EXPIRED,2022-04-27,2022-04-28
1027,1027,1027,2,2022-05-08,2023-05-08,CANCELLED,2022-04-25,2022-04-30
1028,1028,1028,3,2022-05-09,2023-05-09,ENDED,2022-05-07,2022-05-08
1029,1029,1029,4,2022-05-10,2023-05-10,ACTIVE,2022-04-27,2022-05-02
1030,1030,1030,5,2022-05-11,2023-05-11,EXPIRED,2022-05-03,2022-05-06
1031,1031,1031,1,2022-05-12,2023-05-12,CANCELLED,2022-04-29,2022-05-03
1032,1032,1032,2,2022-05-13,2023-05-13,ENDED,2022-04-30,2022-05-04
1033,1033,1033,3,2022-05-14,2023-05-14,ACTIVE,2022-05-06,2022-05-11
1034,1034,1034,4,2022-05-15,2023-05-15,EXPIRED,2022-04-30,2022-05-04
1035,1035,1035,5,2022-05-16,2023-05-16,CANCELLED,2022-05-05,2022-05-10
1036,1036,1036,1,2022-05-17,2023-05-17,ENDED,2022-05-07,2022-05-09
1037,1037,1037,2,2022-05-18,2023-05-18,ACTIVE,2022-05-04,2022-05-09
1038,1038,1038,3,2022-05-19,2023-05-19,EXPIRED,2022-05-13,2022-05-14
1039,1039,1039,4,2022-05-20,2023-05-20,CANCELLED,2022-05-12,2022-05-12
1040,1040,1040,5,2022-05-21,2023-05-21,ENDED,2022-05-13,2022-05-16
1041,1041,1041,1,2022-05-22,2023-05-22,ACTIVE,2022-05-11,2022-05-13
1042,1042,1042,2,2022-05-23,2023-05-23,EXPIRED,2022-05-10,2022-05-12
1043,1043,1043,3,2022-05-24,2023-05-24,CANCELLED,2022-05-14,2022-05-14
1044,1044,1044,4,2022-05-25,2023-05-25,ENDED,2022-05-19,2022-05-23
1045,1045,1045,5,2022-05-26,2023-05-26,ACTIVE,2022-05-24,2022-05-26
1046,1046,1046,1,2022-05-27,2023-05-27,EXPIRED,2022-05-19,2022-05-22
1047,1047,1047,2,2022-05-28,2023-05-28,CANCELLED,2022-05-27,2022-05-27
1048,1048,1048,3,2022-05-29,2023-05-29,ENDED,2022-05-23,2022-05-25
1049,1049,1049,4,2022-05-30,2023-05-30,ACTIVE,2022-05-28,2022-06-02
1050,1050,1050,5,2022-05-31,2023-05-31,EXPIRED,2022-05-17,2022-05-17
1051,1051,1051,1,2022-06-01,2023-06-01,CANCELLED,2022-05-22,2022-05-26
1052,1052,1052,2,2022-06-02,2023-06-02,ENDED,2022-05-24,2022-05-27
1053,1053,1053,3,2022-06-03,2023-06-03,ACTIVE,2022-05-26,2022-05-30
1054,1054,1054,4,2022-06-04,2023-06-04,EXPIRED,2022-05-26,2022-05-31
1055,1055,1055,5,2022-06-05,2023-06-05,CANCELLED,2022-05-21,2022-05-21
1056,1056,1056,1,2022-06-06,2023-06-06,ENDED,2022-05-29,2022-06-02
1057,1057,1057,2,2022-06-07,2023-06-07,ACTIVE,2022-05-27,2022-05-28
1058,1058,1058,3,2022-06-08,2023-06-08,EXPIRED,2022-06-02,2022-06-06
1059,1059,1059,4,2022-06-09,2023-06-09,CANCELLED,2022-06-01,2022-06-05
1060,1060,1060,5,2022-06-10,2023-06-10,ENDED,2022-06-07,2022-06-07
1061,1061,1061,1,2022-06-11,2023-06-11,ACTIVE,2022-06-03,2022-06-03
1062,1062,1062,2,2022-06-12,2023-06-12,EXPIRED,2022-05-30,2022-06-01
1063,1063,1063,3,2022-06-13,2023-06-13,CANCELLED,2022-06-01,2022-06-01
1064,1064,1064,4,2022-06-14,2023-06-14,ENDED,2022-06-05,2022-06-10
1065,1065,1065,5,2022-06-15,2023-06-15,ACTIVE,2022-06-12,2022-06-12
1066,1066,1066,1,2022-06-16,2023-06-16,EXPIRED,2022-06-12,2022-06-17
1067,1067,1067,2,2022-06-17,2023-06-17,CANCELLED,2022-06-09,2022-06-12
1068,1068,1068,3,2022-06-18,2023-06-18,ENDED,2022-06-09,2022-06-13
1069,1069,1069,4,2022-06-19,2023-06-19,ACTIVE,2022-06-09,2022-06-10
1070,1070,1070,5,2022-06-20,2023-06-20,EXPIRED,2022-06-14,2022-06-16
1071,1071,1071,1,2022-06-21,2023-06-21,CANCELLED,2022-06-06,2022-06-08
1072,1072,1072,2,2022-06-22,2023-06-22,ENDED,2022-06-15,2022-06-18
1073,1073,1073,3,2022-06-23,2023-06-23,ACTIVE,2022-06-10,2022-06-12
1074,1074,1074,4,2022-06-24,2023-06-24,EXPIRED,2022-06-13,2022-06-17
1075,1075,1075,5,2022-06-25,2023-06-25,CANCELLED,2022-06-24,2022-06-29
1076,1076,1076,1,2022-06-26,2023-06-26,ENDED,2022-06-15,2022-06-17
1077,1077,1077,2,2022-06-27,2023-06-27,ACTIVE,2022-06-25,2022-06-27
1078,1078,1078,3,2022-06-28,2023-06-28,EXPIRED,2022-06-26,2022-06-30
1079,1079,1079,4,2022-06-29,2023-06-29,CANCELLED,2022-06-18,2022-06-21
1080,1080,1080,5,2022-06-30,2023-06-30,ENDED,2022-06-25,2022-06-27
1081,1081,1081,1,2022-07-01,2023-07-01,ACTIVE,2022-06-19,2022-06-24
1082,1082,1082,2,2022-07-02,2023-07-02,EXPIRED,2022-06-17,2022-06-21
1083,1083,1083,3,2022-07-03,2023-07-03,CANCELLED,2022-06-19,2022-06-20
1084,1084,1084,4,2022-07-04,2023-07-04,ENDED,2022-06-28,2022-06-28
1085,1085,1085,5,2022-07-05,2023-07-05,ACTIVE,2022-06-25,2022-06-30
1086,1086,1086,1,2022-07-06,2023-07-06,EXPIRED,2022-07-03,2022-07-05
1087,1087,1087,2,2022-07-07,2023-07-07,CANCELLED,2022-07-02,2022-07-07
1088,1088,1088,3,2022-07-08,2023-07-08,ENDED,2022-06-26,2022-07-01
1089,1089,1089,4,2022-07-09,2023-07-09,ACTIVE,2022-07-02,2022-07-03
1090,1090,1090,5,2022-07-10,2023-07-10,EXPIRED,2022-06-30,2022-07-05
1091,1091,1091,1,2022-07-11,2023-07-11,CANCELLED,2022-07-09,2022-07-11
1092,1092,1092,2,2022-07-12,2023-07-12,ENDED,2022-07-03,2022-07-06
1093,1093,1093,3,2022-07-13,2023-07-13,ACTIVE,2022-07-02,2022-07-04
1094,1094,1094,4,2022-07-14,2023-07-14,EXPIRED,2022-06-30,2022-07-01
1095,1095,1095,5,2022-07-15,2023-07-15,CANCELLED,2022-07-04,2022-07-09
1096,1096,1096,1,2022-07-16,2023-07-16,ENDED,2022-07-02,2022-07-07
1097,1097,1097,2,2022-07-17,2023-07-17,ACTIVE,2022-07-06,2022-07-10
1098,1098,1098,3,2022-07-18,2023-07-18,EXPIRED,2022-07-16,2022-07-21
1099,1099,1099,4,2022-07-19,2023-07-19,CANCELLED,2022-07-08,2022-07-11
1100,1100,1100,5,2022-07-20,2023-07-20,ENDED,2022-07-11,2022-07-13
1101,1101,1101,1,2022-07-21,2023-07-21,ACTIVE,2022-07-20,2022-07-22
1102,1102,1102,2,2022-07-22,2023-07-22,EXPIRED,2022-07-17,2022-07-18
1103,1103,1103,3,2022-07-23,2023-07-23,CANCELLED,2022-07-19,2022-07-21
1104,1104,1104,4,2022-07-24,2023-07-24,ENDED,2022-07-11,2022-07-14
1105,1105,1105,5,2022-07-25,2023-07-25,ACTIVE,2022-07-21,2022-07-22
1106,1106,1106,1,2022-07-26,2023-07-26,EXPIRED,2022-07-23,2022-07-24
1107,1107,1107,2,2022-07-27,2023-07-27,CANCELLED,2022-07-25,2022-07-27
1108,1108,1108,3,2022-07-28,2023-07-28,ENDED,2022-07-14,2022-07-14
1109,1109,1109,4,2022-07-29,2023-07-29,ACTIVE,2022-07-20,2022-07-24
1110,1110,1110,5,2022-07-30,2023-07-30,EXPIRED,2022-07-16,2022-07-21
1111,1111,1111,1,2022-07-31,2023-07-31,CANCELLED,2022-07-16,2022-07-20
1112,1112,1112,2,2022-08-01,2023-08-01,ENDED,2022-07-31,2022-08-05
1113,1113,1113,3,2022-08-02,2023-08-02,ACTIVE,2022-07-27,2022-07-31
1114,1114,1114,4,2022-08-03,2023-08-03,EXPIRED,2022-07-31,2022-08-04
1115,1115,1115,5,2022-08-04,2023-08-04,CANCELLED,2022-07-28,2022-07-29
1116,1116,1116,1,2022-08-05,2023-08-05,ENDED,2022-08-02,2022-08-03
1117,1117,1117,2,2022-08-06,2023-08-06,ACTIVE,2022-07-23,2022-07-28
1118,1118,1118,3,2022-08-07,2023-08-07,EXPIRED,2022-07-25,2022-07-29
1119,1119,1119,4,2022-08-08,2023-08-08,CANCELLED,2022-07-26,2022-07-27
1120,1120,1120,5,2022-08-09,2023-08-09,ENDED,2022-07-28,2022-07-31
1121,1121,1121,1,2022-08-10,2023-08-10,ACTIVE,2022-08-09,2022-08-12
1122,1122,1122,2,2022-08-11,2023-08-11,EXPIRED,2022-08-05,2022-08-10
1123,1123,1123,3,2022-08-12,2023-08-12,CANCELLED,2022-07-31,2022-08-01
1124,1124,1124,4,2022-08-13,2023-08-13,ENDED,2022-08-05,2022-08-09
1125,1125,1125,5,2022-08-14,2023-08-14,ACTIVE,2022-08-09,2022-08-14
1126,1126,1126,1,2022-08-15,2023-08-15,EXPIRED,2022-08-02,2022-08-05
1127,1127,1127,2,2022-08-16,2023-08-16,CANCELLED,2022-08-12,2022-08-16
1128,1128,1128,3,2022-08-17,2023-08-17,ENDED,2022-08-13,2022-08-15
1129,1129,1129,4,2022-08-18,2023-08-18,ACTIVE,2022-08-05,2022-08-08
1130,1130,1130,5,2022-08-19,2023-08-19,EXPIRED,2022-08-04,2022-08-05
1131,1131,1131,1,2022-08-20,2023-08-20,CANCELLED,2022-08-14,2022-08-19
1132,1132,1132,2,2022-08-21,2023-08-21,ENDED,2022-08-11,2022-08-14
1133,1133,1133,3,2022-08-22,2023-08-22,ACTIVE,2022-08-14,2022-08-16
1134,1134,1134,4,2022-08-23,2023-08-23,EXPIRED,2022-08-10,2022-08-13
1135,1135,1135,5,2022-08-24,2023-08-24,CANCELLED,2022-08-15,2022-08-19
1136,1136,1136,1,2022-08-25,2023-08-25,ENDED,2022-08-18,2022-08-19
1137,1137,1137,2,2022-08-26,2023-08-26,ACTIVE,2022-08-12,2022-08-13
1138,1138,1138,3,2022-08-27,2023-08-27,EXPIRED,2022-08-14,2022-08-18
1139,1139,1139,4,2022-08-28,2023-08-28,CANCELLED,2022-08-25,2022-08-27
1140,1140,1140,5,2022-08-29,2023-08-29,ENDED,2022-08-28,2022-09-02
1141,1141,1141,1,2022-08-30,2023-08-30,ACTIVE,2022-08-22,2022-08-24
1142,1142,1142,2,2022-08-31,2023-08-31,EXPIRED,2022-08-22,2022-08-22
1143,1143,1143,3,2022-09-01,2023-09-01,CANCELLED,2022-08-20,2022-08-24
1144,1144,1144,4,2022-09-02,2023-09-02,ENDED,2022-08-19,2022-08-19
1145,1145,1145,5,2022-09-03,2023-09-03,ACTIVE,2022-08-29,2022-08-29
1146,1146,1146,1,2022-09-04,2023-09-04,EXPIRED,2022-08-22,2022-08-23
1147,1147,1147,2,2022-09-05,2023-09-05,CANCELLED,2022-08-31,2022-09-03
1148,1148,1148,3,2022-09-06,2023-09-06,ENDED,2022-08-22,2022-08-26
1149,1149,1149,4,2022-09-07,2023-09-07,ACTIVE,2022-09-04,2022-09-07
1150,1150,1150,5,2022-09-08,2023-09-08,EXPIRED,2022-09-06,2022-09-07
1151,1151,1151,1,2022-09-09,2023-09-09,CANCELLED,2022-08-26,2022-08-29
1152,1152,1152,2,2022-09-10,2023-09-10,ENDED,2022-08-26,2022-08-28
1153,1153,1153,3,2022-09-11,2023-09-11,ACTIVE,2022-08-27,2022-08-27
1154,1154,1154,4,2022-09-12,2023-09-12,EXPIRED,2022-09-05,2022-09-05
1155,1155,1155,5,2022-09-13,2023-09-13,CANCELLED,2022-09-06,2022-09-10
1156,1156,1156,1,2022-09-14,2023-09-14,ENDED,2022-09-08,2022-09-09
1157,1157,1157,2,2022-09-15,2023-09-15,ACTIVE,2022-09-08,2022-09-08
1158,1158,1158,3,2022-09-16,2023-09-16,EXPIRED,2022-09-10,2022-09-11
1159,1159,1159,4,2022-09-17,2023-09-17,CANCELLED,2022-09-16,2022-09-18
1160,1160,1160,5,2022-09-18,2023-09-18,ENDED,2022-09-03,2022-09-03
1161,1161,1161,1,2022-09-19,2023-09-19,ACTIVE,2022-09-05,2022-09-10
1162,1162,1162,2,2022-09-20,2023-09-20,EXPIRED,2022-09-09,2022-09-11
1163,1163,1163,3,2022-09-21,2023-09-21,CANCELLED,2022-09-08,2022-09-09
1164,1164,1164,4,2022-09-22,2023-09-22,ENDED,2022-09-19,2022-09-19
1165,1165,1165,5,2022-09-23,2023-09-23,ACTIVE,2022-09-18,2022-09-21
1166,1166,1166,1,2022-09-24,2023-09-24,EXPIRED,2022-09-12,2022-09-13
1167,1167,1167,2,2022-09-25,2023-09-25,CANCELLED,2022-09-12,2022-09-17
1168,1168,1168,3,2022-09-26,2023-09-26,ENDED,2022-09-18,2022-09-21
1169,1169,1169,4,2022-09-27,2023-09-27,ACTIVE,2022-09-17,2022-09-17
1170,1170,1170,5,2022-09-28,2023-09-28,EXPIRED,2022-09-13,2022-09-13
1171,1171,1171,1,2022-09-29,2023-09-29,CANCELLED,2022-09-28,2022-09-30
1172,1172,1172,2,2022-09-30,2023-09-30,ENDED,2022-09-26,2022-09-27
1173,1173,1173,3,2022-10-01,2023-10-01,ACTIVE,2022-09-22,2022-09-27
1174,1174,1174,4,2022-10-02,2023-10-02,EXPIRED,2022-09-22,2022-09-26
1175,1175,1175,5,2022-10-03,2023-10-03,CANCELLED,2022-09-26,2022-09-26
1176,1176,1176,1,2022-10-04,2023-10-04,ENDED,2022-09-21,2022-09-23
1177,1177,1177,2,2022-10-05,2023-10-05,ACTIVE,2022-10-01,2022-10-03
1178,1178,1178,3,2022-10-06,2023-10-06,EXPIRED,2022-10-04,2022-10-04
1179,1179,1179,4,2022-10-07,2023-10-07,CANCELLED,2022-10-03,2022-10-06
1180,1180,1180,5,2022-10-08,2023-10-08,ENDED,2022-09-27,2022-10-01
1181,1181,1181,1,2022-10-09,2023-10-09,ACTIVE,2022-10-01,2022-10-01
1182,1182,1182,2,2022-10-10,2023-10-10,EXPIRED,2022-10-08,2022-10-11
1183,1183,1183,3,2022-10-11,2023-10-11,CANCELLED,2022-10-01,2022-10-05
1184,1184,1184,4,2022-10-12,2023-10-12,ENDED,2022-10-11,2022-10-16
1185,1185,1185,5,2022-10-13,2023-10-13,ACTIVE,2022-10-04,2022-10-08
1186,1186,1186,1,2022-10-14,2023-10-14,EXPIRED,2022-10-10,2022-10-15
1187,1187,1187,2,2022-10-15,2023-10-15,CANCELLED,2022-10-12,2022-10-14
1188,1188,1188,3,2022-10-16,2023-10-16,ENDED,2022-10-09,2022-10-09
1189,1189,1189,4,2022-10-17,2023-10-17,ACTIVE,2022-10-07,2022-10-09
1190,1190,1190,5,2022-10-18,2023-10-18,EXPIRED,2022-10-14,2022-10-18
1191,1191,1191,1,2022-10-19,2023-10-19,CANCELLED,2022-10-12,2022-10-13
1192,1192,1192,2,2022-10-20,2023-10-20,ENDED,2022-10-09,2022-10-14
1193,1193,1193,3,2022-10-21,2023-10-21,ACTIVE,2022-10-19,2022-10-23
1194,1194,1194,4,2022-10-22,2023-10-22,EXPIRED,2022-10-16,2022-10-16
1195,1195,1195,5,2022-10-23,2023-10-23,CANCELLED,2022-10-14,2022-10-18
1196,1196,1196,1,2022-10-24,2023-10-24,ENDED,2022-10-15,2022-10-19
1197,1197,1197,2,2022-10-25,2023-10-25,ACTIVE,2022-10-16,2022-10-16
1198,1198,1198,3,2022-10-26,2023-10-26,EXPIRED,2022-10-19,2022-10-22
1199,1199,1199,4,2022-10-27,2023-10-27,CANCELLED,2022-10-26,2022-10-31
1200,1200,1200,5,2022-10-28,2023-10-28,ENDED,2022-10-21,2022-10-23
1201,1201,1201,1,2022-10-29,2023-10-29,ACTIVE,2022-10-24,2022-10-29
1202,1202,1202,2,2022-10-30,2023-10-30,EXPIRED,2022-10-29,2022-10-31
1203,1203,1203,3,2022-10-31,2023-10-31,CANCELLED,2022-10-18,2022-10-18
1204,1204,1204,4,2022-11-01,2023-11-01,ENDED,2022-10-26,2022-10-27
1205,1205,1205,5,2022-11-02,2023-11-02,ACTIVE,2022-10-21,2022-10-26
1206,1206,1206,1,2022-11-03,2023-11-03,EXPIRED,2022-10-23,2022-10-23
1207,1207,1207,2,2022-11-04,2023-11-04,CANCELLED,2022-10-22,2022-10-26
1208,1208,1208,3,2022-11-05,2023-11-05,ENDED,2022-10-24,2022-10-26
1209,1209,1209,4,2022-11-06,2023-11-06,ACTIVE,2022-11-03,2022-11-03
1210,1210,1210,5,2022-11-07,2023-11-07,EXPIRED,2022-11-01,2022-11-05
1211,1211,1211,1,2022-11-08,2023-11-08,CANCELLED,2022-11-02,2022-11-07
1212,1212,1212,2,2022-11-09,2023-11-09,ENDED,2022-11-06,2022-11-11
1213,1213,1213,3,2022-11-10,2023-11-10,ACTIVE,2022-11-02,2022-11-07
1214,1214,1214,4,2022-11-11,2023-11-11,EXPIRED,2022-11-03,2022-11-08
1215,1215,1215,5,2022-11-12,2023-11-12,CANCELLED,2022-11-09,2022-11-10
1216,1216,1216,1,2022-11-13,2023-11-13,ENDED,2022-11-11,2022-11-16
1217,1217,1217,2,2022-11-14,2023-11-14,ACTIVE,2022-11-01,2022-11-04
1218,1218,1218,3,2022-11-15,2023-11-15,EXPIRED,2022-11-14,2022-11-16
1219,1219,1219,4,2022-11-16,2023-11-16,CANCELLED,2022-11-12,2022-11-12
1220,1220,1220,5,2022-11-17,2023-11-17,ENDED,2022-11-04,2022-11-05
1221,1221,1221,1,2022-11-18,2023-11-18,ACTIVE,2022-11-03,2022-11-03
1222,1222,1222,2,2022-11-19,2023-11-19,EXPIRED,2022-11-13,2022-11-15
1223,1223,1223,3,2022-11-20,2023-11-20,CANCELLED,2022-11-11,2022-11-14
1224,1224,1224,4,2022-11-21,2023-11-21,ENDED,2022-11-07,2022-11-11
1225,1225,1225,5,2022-11-22,2023-11-22,ACTIVE,2022-11-14,2022-11-16
1226,1226,1226,1,2022-11-23,2023-11-23,EXPIRED,2022-11-22,2022-11-27
1227,1227,1227,2,2022-11-24,2023-11-24,CANCELLED,2022-11-20,2022-11-22
1228,1228,1228,3,2022-11-25,2023-11-25,ENDED,2022-11-19,2022-11-19
1229,1229,1229,4,2022-11-26,2023-11-26,ACTIVE,2022-11-12,2022-11-17
1230,1230,1230,5,2022-11-27,2023-11-27,EXPIRED,2022-11-21,2022-11-23
1231,1231,1231,1,2022-11-28,2023-11-28,CANCELLED,2022-11-26,2022-11-28
1232,1232,1232,2,2022-11-29,2023-11-29,ENDED,2022-11-22,2022-11-25
1233,1233,1233,3,2022-11-30,2023-11-30,ACTIVE,2022-11-18,2022-11-21
1234,1234,1234,4,2022-12-01,2023-12-01,EXPIRED,2022-11-16,2022-11-19
1235,1235,1235,5,2022-12-02,2023-12-02,CANCELLED,2022-11-26,2022-11-27
1236,1236,1236,1,2022-12-03,2023-12-03,ENDED,2022-11-25,2022-11-30
1237,1237,1237,2,2022-12-04,2023-12-04,ACTIVE,2022-11-26,2022-11-28
1238,1238,1238,3,2022-12-05,2023-12-05,EXPIRED,2022-11-20,2022-11-24
1239,1239,1239,4,2022-12-06,2023-12-06,CANCELLED,2022-12-01,2022-12-01
1240,1240,1240,5,2022-12-07,2023-12-07,ENDED,2022-11-25,2022-11-28
1241,1241,1241,1,2022-12-08,2023-12-08,ACTIVE,2022-12-06,2022-12-09
1242,1242,1242,2,2022-12-09,2023-12-09,EXPIRED,2022-11-29,2022-11-30
1243,1243,1243,3,2022-12-10,2023-12-10,CANCELLED,2022-12-01,2022-12-03
1244,1244,1244,4,2022-12-11,2023-12-11,ENDED,2022-12-05,2022-12-05
1245,1245,1245,5,2022-12-12,2023-12-12,ACTIVE,2022-12-10,2022-12-12
1246,1246,1246,1,2022-12-13,2023-12-13,EXPIRED,2022-12-02,2022-12-04
1247,1247,1247,2,2022-12-14,2023-12-14,CANCELLED,2022-12-09,2022-12-12
1248,1248,1248,3,2022-12-15,2023-12-15,ENDED,2022-12-05,2022-12-10
1249,1249,1249,4,2022-12-16,2023-12-16,ACTIVE,2022-12-09,2022-12-10
1250,1250,1250,5,2022-12-17,2023-12-17,EXPIRED,2022-12-05,2022-12-08
1251,1251,1251,1,2022-12-18,2023-12-18,CANCELLED,2022-12-12,2022-12-15
1252,1252,1252,2,2022-12-19,2023-12-19,ENDED,2022-12-18,2022-12-23
1253,1253,1253,3,2022-12-20,2023-12-20,ACTIVE,2022-12-06,2022-12-08
1254,1254,1254,4,2022-12-21,2023-12-21,EXPIRED,2022-12-11,2022-12-14
1255,1255,1255,5,2022-12-22,2023-12-22,CANCELLED,2022-12-17,2022-12-22
1256,1256,1256,1,2022-12-23,2023-12-23,ENDED,2022-12-10,2022-12-10
1257,1257,1257,2,2022-12-24,2023-12-24,ACTIVE,2022-12-22,2022-12-27
1258,1258,1258,3,2022-12-25,2023-12-25,EXPIRED,2022-12-14,2022-12-17
1259,1259,1259,4,2022-12-26,2023-12-26,CANCELLED,2022-12-20,2022-12-24
1260,1260,1260,5,2022-12-27,2023-12-27,ENDED,2022-12-14,2022-12-19
1261,1261,1261,1,2022-12-28,2023-12-28,ACTIVE,2022-12-17,2022-12-18
1262,1262,1262,2,2022-12-29,2023-12-29,EXPIRED,2022-12-28,2022-12-29
1263,1263,1263,3,2022-12-30,2023-12-30,CANCELLED,2022-12-16,2022-12-20
1264,1264,1264,4,2022-12-31,2023-12-31,ENDED,2022-12-20,2022-12-23
1265,1265,1265,5,2023-01-01,2024-01-01,ACTIVE,2022-12-31,2023-01-01
1266,1266,1266,1,2023-01-02,2024-01-02,EXPIRED,2022-12-31,2023-01-01
1267,1267,1267,2,2023-01-03,2024-01-03,CANCELLED,2022-12-21,2022-12-26
1268,1268,1268,3,2023-01-04,2024-01-04,ENDED,2022-12-29,2022-12-31
1269,1269,1269,4,2023-01-05,2024-01-05,ACTIVE,2022-12-29,2023-01-02
1270,1270,1270,5,2023-01-06,2024-01-06,EXPIRED,2023-01-05,2023-01-09
1271,1271,1271,1,2023-01-07,2024-01-07,CANCELLED,2023-01-04,2023-01-09
1272,1272,1272,2,2023-01-08,2024-01-08,ENDED,2022-12-31,2023-01-02
1273,1273,1273,3,2023-01-09,2024-01-09,ACTIVE,2023-01-03,2023-01-06
1274,1274,1274,4,2023-01-10,2024-01-10,EXPIRED,2022-12-28,2022-12-28
1275,1275,1275,5,2023-01-11,2024-01-11,CANCELLED,2023-01-01,2023-01-02
1276,1276,1276,1,2023-01-12,2024-01-12,ENDED,2023-01-03,2023-01-05
1277,1277,1277,2,2023-01-13,2024-01-13,ACTIVE,2023-01-06,2023-01-08
1278,1278,1278,3,2023-01-14,2024-01-14,EXPIRED,2023-01-03,2023-01-05
1279,1279,1279,4,2023-01-15,2024-01-15,CANCELLED,2023-01-11,2023-01-11
1280,1280,1280,5,2023-01-16,2024-01-16,ENDED,2023-01-15,2023-01-20
1281,1281,1281,1,2023-01-17,2024-01-17,ACTIVE,2023-01-14,2023-01-17
1282,1282,1282,2,2023-01-18,2024-01-18,EXPIRED,2023-01-09,2023-01-12
1283,1283,1283,3,2023-01-19,2024-01-19,CANCELLED,2023-01-04,2023-01-08
1284,1284,1284,4,2023-01-20,2024-01-20,ENDED,2023-01-18,2023-01-20
1285,1285,1285,5,2023-01-21,2024-01-21,ACTIVE,2023-01-08,2023-01-10
1286,1286,1286,1,2023-01-22,2024-01-22,EXPIRED,2023-01-10,2023-01-13
1287,1287,1287,2,2023-01-23,2024-01-23,CANCELLED,2023-01-19,2023-01-23
1288,1288,1288,3,2023-01-24,2024-01-24,ENDED,2023-01-19,2023-01-24
1289,1289,1289,4,2023-01-25,2024-01-25,ACTIVE,2023-01-10,2023-01-13
1290,1290,1290,5,2023-01-26,2024-01-26,EXPIRED,2023-01-22,2023-01-22
