claim_id,policy_id,claim_number,claim_date,claim_status,claim_type,paid_amount,reserve_amount,recovery_amount,incurred_amount,loss_date,reported_date
1558,1558,CLM0001558,2023-10-21,APPROVED,Theft,4169.0,10791.52,2244.31,12716.21,2023-10-21,2023-10-24
1559,1559,CLM0001559,2023-10-22,REJECTED,Liability,2919.12,2504.32,2859.1,2564.34,2023-10-22,2023-10-27
1560,1560,CLM0001560,2023-10-23,CLOSED,Glass,3384.42,17393.95,4788.88,15989.49,2023-10-16,2023-10-24
1561,1561,CLM0001561,2023-10-24,OPEN,Windstorm,2467.22,8114.74,3129.97,7451.99,2023-10-21,2023-10-24
1562,1562,CLM0001562,2023-10-25,UNDER_REVIEW,Collision,7199.5,20297.45,2962.65,24534.3,2023-10-15,2023-10-27
1563,1563,CLM0001563,2023-10-26,APPROVED,Fire,3707.3,12102.62,4794.01,11015.91,2023-10-25,2023-10-28
1564,1564,CLM0001564,2023-10-27,REJECTED,Flood,7795.13,6300.22,364.55,13730.8,2023-10-13,2023-10-27
1565,1565,CLM0001565,2023-10-28,CLOSED,Theft,9380.23,14683.89,427.67,23636.45,2023-10-27,2023-10-28
1566,1566,CLM0001566,2023-10-29,OPEN,Liability,5660.93,22307.05,3466.82,24501.16,2023-10-25,2023-10-29
1567,1567,CLM0001567,2023-10-30,UNDER_REVIEW,Glass,13786.74,11327.0,1507.36,23606.38,2023-10-17,2023-10-30
1568,1568,CLM0001568,2023-10-31,APPROVED,Windstorm,1527.41,1866.85,261.02,3133.24,2023-10-19,2023-11-03
1569,1569,CLM0001569,2023-11-01,REJECTED,Collision,1437.45,18923.1,1165.56,19194.99,2023-11-01,2023-11-04
1570,1570,CLM0001570,2023-11-02,CLOSED,Fire,5758.8,19981.53,4399.69,21340.64,2023-10-30,2023-11-04
1571,1571,CLM0001571,2023-11-03,OPEN,Flood,9763.82,17056.51,129.86,26690.47,2023-10-24,2023-11-07
1572,1572,CLM0001572,2023-11-04,UNDER_REVIEW,Theft,2887.22,3015.9,2975.88,2927.24,2023-11-02,2023-11-08
1573,1573,CLM0001573,2023-11-05,APPROVED,Liability,11841.25,5243.56,2866.06,14218.75,2023-10-28,2023-11-07
1574,1574,CLM0001574,2023-11-06,REJECTED,Glass,6315.11,18253.26,2223.12,22345.25,2023-10-30,2023-11-07
1575,1575,CLM0001575,2023-11-07,CLOSED,Windstorm,11955.38,1982.03,1558.33,12379.08,2023-10-25,2023-11-11
1576,1576,CLM0001576,2023-11-08,OPEN,Collision,14396.12,18982.15,1555.94,31822.33,2023-11-04,2023-11-09
1577,1577,CLM0001577,2023-11-09,UNDER_REVIEW,Fire,7042.86,15281.57,1455.32,20869.11,2023-11-09,2023-11-13
1578,1578,CLM0001578,2023-11-10,APPROVED,Flood,8796.6,17118.36,286.59,25628.37,2023-11-09,2023-11-13
1579,1579,CLM0001579,2023-11-11,REJECTED,Theft,5157.24,24424.51,3202.77,26378.98,2023-11-05,2023-11-11
1580,1580,CLM0001580,2023-11-12,CLOSED,Liability,5123.28,16862.57,3473.91,18511.94,2023-10-29,2023-11-16
1581,1581,CLM0001581,2023-11-13,OPEN,Glass,10386.21,21374.21,2830.48,28929.94,2023-11-03,2023-11-17
1582,1582,CLM0001582,2023-11-14,UNDER_REVIEW,Windstorm,4494.47,8551.17,524.24,12521.4,2023-11-13,2023-11-17
1583,1583,CLM0001583,2023-11-15,APPROVED,Collision,3291.09,590.58,1115.13,2766.54,2023-11-08,2023-11-18
1584,1584,CLM0001584,2023-11-16,REJECTED,Fire,9358.8,6355.97,3672.93,12041.84,2023-11-06,2023-11-21
1585,1585,CLM0001585,2023-11-17,CLOSED,Flood,5638.68,10307.66,4130.42,11815.92,2023-11-17,2023-11-19
1586,1586,CLM0001586,2023-11-18,OPEN,Theft,148.38,9268.22,2773.46,6643.14,2023-11-14,2023-11-20
1587,1587,CLM0001587,2023-11-19,UNDER_REVIEW,Liability,6606.12,15967.7,4563.54,18010.28,2023-11-08,2023-11-19
1588,1588,CLM0001588,2023-11-20,APPROVED,Glass,14629.64,5378.51,1420.5,18587.65,2023-11-13,2023-11-22
1589,1589,CLM0001589,2023-11-21,REJECTED,Windstorm,10782.55,8825.53,2772.52,16835.56,2023-11-16,2023-11-22
1590,1590,CLM0001590,2023-11-22,CLOSED,Collision,322.38,21150.59,4553.24,16919.73,2023-11-22,2023-11-27
1591,1591,CLM0001591,2023-11-23,OPEN,Fire,2058.65,16544.3,4425.06,14177.89,2023-11-13,2023-11-24
1592,1592,CLM0001592,2023-11-24,UNDER_REVIEW,Flood,4576.09,6383.67,4047.44,6912.32,2023-11-19,2023-11-28
1593,1593,CLM0001593,2023-11-25,APPROVED,Theft,14656.53,24943.53,4408.32,35191.74,2023-11-23,2023-11-25
1594,1594,CLM0001594,2023-11-26,REJECTED,Liability,2166.48,23141.81,3974.49,21333.8,2023-11-20,2023-11-30
1595,1595,CLM0001595,2023-11-27,CLOSED,Glass,5672.93,9669.25,2997.75,12344.43,2023-11-20,2023-11-27
1596,1596,CLM0001596,2023-11-28,OPEN,Windstorm,11446.24,14889.48,4272.18,22063.54,2023-11-19,2023-11-29
1597,1597,CLM0001597,2023-11-29,UNDER_REVIEW,Collision,4915.21,1804.84,3978.06,2741.99,2023-11-25,2023-12-03
1598,1598,CLM0001598,2023-11-30,APPROVED,Fire,14525.76,22202.94,1046.19,35682.51,2023-11-28,2023-12-03
1599,1599,CLM0001599,2023-12-01,REJECTED,Flood,11864.96,15564.72,837.17,26592.51,2023-11-19,2023-12-06
1600,1600,CLM0001600,2023-12-02,CLOSED,Theft,11267.04,9669.52,2594.46,18342.1,2023-11-27,2023-12-04
1601,1601,CLM0001601,2023-12-03,OPEN,Liability,10687.3,13374.15,2416.49,21644.96,2023-11-18,2023-12-06
1602,1602,CLM0001602,2023-12-04,UNDER_REVIEW,Glass,4025.03,10323.18,4605.93,9742.28,2023-12-03,2023-12-05
1603,1603,CLM0001603,2023-12-05,APPROVED,Windstorm,3292.89,5473.51,4315.84,4450.56,2023-11-23,2023-12-06
1604,1604,CLM0001604,2023-12-06,REJECTED,Collision,4589.99,22273.37,2856.85,24006.51,2023-11-25,2023-12-08
1605,1605,CLM0001605,2023-12-07,CLOSED,Fire,8258.28,3791.09,420.14,11629.23,2023-11-23,2023-12-11
1606,1606,CLM0001606,2023-12-08,OPEN,Flood,5273.62,14807.07,2326.27,17754.42,2023-11-28,2023-12-11
1607,1607,CLM0001607,2023-12-09,UNDER_REVIEW,Theft,6767.27,11096.39,1837.56,16026.1,2023-11-24,2023-12-11
1608,1608,CLM0001608,2023-12-10,APPROVED,Liability,4095.29,1105.6,2208.44,2992.45,2023-12-02,2023-12-15
1609,1609,CLM0001609,2023-12-11,REJECTED,Glass,1138.33,22586.16,1472.59,22251.9,2023-12-09,2023-12-13
1610,1610,CLM0001610,2023-12-12,CLOSED,Windstorm,13899.09,2911.02,356.74,16453.37,2023-12-11,2023-12-16
1611,1611,CLM0001611,2023-12-13,OPEN,Collision,3004.6,5317.83,1646.21,6676.22,2023-12-04,2023-12-18
1612,1612,CLM0001612,2023-12-14,UNDER_REVIEW,Fire,12233.47,17246.71,1372.32,28107.86,2023-12-10,2023-12-19
1613,1613,CLM0001613,2023-12-15,APPROVED,Flood,11097.32,22853.37,42.67,33908.02,2023-12-06,2023-12-17
1614,1614,CLM0001614,2023-12-16,REJECTED,Theft,12334.63,19686.64,2019.06,30002.21,2023-12-04,2023-12-20
1615,1615,CLM0001615,2023-12-17,CLOSED,Liability,11367.09,791.32,3270.46,8887.95,2023-12-13,2023-12-20
1616,1616,CLM0001616,2023-12-18,OPEN,Glass,3413.68,18221.73,1049.38,20586.03,2023-12-11,2023-12-22
1617,1617,CLM0001617,2023-12-19,UNDER_REVIEW,Windstorm,8805.05,14039.07,2343.69,20500.43,2023-12-05,2023-12-21
1618,1618,CLM0001618,2023-12-20,APPROVED,Collision,11878.72,8170.33,939.23,19109.82,2023-12-07,2023-12-21
1619,1619,CLM0001619,2023-12-21,REJECTED,Fire,6580.21,21397.13,150.52,27826.82,2023-12-17,2023-12-25
1620,1620,CLM0001620,2023-12-22,CLOSED,Flood,13106.25,7986.51,3689.03,17403.73,2023-12-07,2023-12-27
1621,1621,CLM0001621,2023-12-23,OPEN,Theft,12514.48,8825.64,2095.74,19244.38,2023-12-11,2023-12-28
1622,1622,CLM0001622,2023-12-24,UNDER_REVIEW,Liability,8064.06,8488.95,116.2,16436.81,2023-12-23,2023-12-25
1623,1623,CLM0001623,2023-12-25,APPROVED,Glass,2305.37,23839.62,1651.25,24493.74,2023-12-13,2023-12-28
1624,1624,CLM0001624,2023-12-26,REJECTED,Windstorm,3063.07,10070.59,2672.45,10461.21,2023-12-20,2023-12-29
1625,1625,CLM0001625,2023-12-27,CLOSED,Collision,1629.58,14453.12,2257.68,13825.02,2023-12-18,2023-12-27
1626,1626,CLM0001626,2023-12-28,OPEN,Fire,2571.35,17034.7,888.18,18717.87,2023-12-13,2023-12-28
1627,1627,CLM0001627,2023-12-29,UNDER_REVIEW,Flood,2800.38,2202.53,4814.97,187.94,2023-12-20,2023-12-30
1628,1628,CLM0001628,2023-12-30,APPROVED,Theft,3495.59,16659.46,349.9,19805.15,2023-12-29,2024-01-01
1629,1629,CLM0001629,2023-12-31,REJECTED,Liability,7777.98,4709.73,4298.54,8189.17,2023-12-18,2024-01-03
1630,1630,CLM0001630,2024-01-01,CLOSED,Glass,2355.53,3213.23,2682.27,2886.49,2023-12-17,2024-01-06
1631,1631,CLM0001631,2024-01-02,OPEN,Windstorm,1031.44,23899.87,4328.5,20602.81,2023-12-29,2024-01-03
1632,1632,CLM0001632,2024-01-03,UNDER_REVIEW,Collision,4646.36,20538.45,3323.96,21860.85,2023-12-29,2024-01-07
1633,1633,CLM0001633,2024-01-04,APPROVED,Fire,8626.37,8102.69,1014.86,15714.2,2023-12-21,2024-01-06
1634,1634,CLM0001634,2024-01-05,REJECTED,Flood,3025.54,24781.59,2228.66,25578.47,2023-12-24,2024-01-09
1635,1635,CLM0001635,2024-01-06,CLOSED,Theft,12113.49,13383.48,4551.51,20945.46,2023-12-22,2024-01-09
1636,1636,CLM0001636,2024-01-07,OPEN,Liability,6940.43,1457.58,455.51,7942.5,2023-12-24,2024-01-09
1637,1637,CLM0001637,2024-01-08,UNDER_REVIEW,Glass,10504.75,17935.37,1487.24,26952.88,2024-01-03,2024-01-11
1638,1638,CLM0001638,2024-01-09,APPROVED,Windstorm,3737.02,22549.13,3666.22,22619.93,2023-12-26,2024-01-12
1639,1639,CLM0001639,2024-01-10,REJECTED,Collision,13662.5,4994.39,2843.08,15813.81,2023-12-29,2024-01-15
1640,1640,CLM0001640,2024-01-11,CLOSED,Fire,14185.31,6372.53,4352.7,16205.14,2024-01-03,2024-01-16
1641,1641,CLM0001641,2024-01-12,OPEN,Flood,8066.06,16833.1,333.72,24565.44,2024-01-06,2024-01-15
1642,1642,CLM0001642,2024-01-13,UNDER_REVIEW,Theft,6169.17,19165.59,606.15,24728.61,2024-01-02,2024-01-13
1643,1643,CLM0001643,2024-01-14,APPROVED,Liability,11330.95,12857.67,3897.55,20291.07,2024-01-01,2024-01-17
1644,1644,CLM0001644,2024-01-15,REJECTED,Glass,2472.59,5580.62,223.18,7830.03,2024-01-15,2024-01-15
1645,1645,CLM0001645,2024-01-16,CLOSED,Windstorm,9583.0,17052.74,2309.52,24326.22,2024-01-06,2024-01-21
1646,1646,CLM0001646,2024-01-17,OPEN,Collision,5990.13,5262.89,188.87,11064.15,2024-01-09,2024-01-17
1647,1647,CLM0001647,2024-01-18,UNDER_REVIEW,Fire,10636.49,3843.77,3351.48,11128.78,2024-01-04,2024-01-21
1648,1648,CLM0001648,2024-01-19,APPROVED,Flood,6920.35,2522.44,3285.11,6157.68,2024-01-05,2024-01-20
1649,1649,CLM0001649,2024-01-20,REJECTED,Theft,7061.82,7338.98,806.83,13593.97,2024-01-20,2024-01-24
1650,1650,CLM0001650,2024-01-21,CLOSED,Liability,1507.73,7706.54,2673.27,6541.0,2024-01-09,2024-01-22
1651,1651,CLM0001651,2024-01-22,OPEN,Glass,1163.78,19207.93,3386.92,16984.79,2024-01-18,2024-01-25
1652,1652,CLM0001652,2024-01-23,UNDER_REVIEW,Windstorm,5371.3,5808.47,172.22,11007.55,2024-01-17,2024-01-26
1653,1653,CLM0001653,2024-01-24,APPROVED,Collision,10451.14,20994.28,4057.56,27387.86,2024-01-21,2024-01-27
1654,1654,CLM0001654,2024-01-25,REJECTED,Fire,10355.2,11377.67,2991.03,18741.84,2024-01-24,2024-01-28
1655,1655,CLM0001655,2024-01-26,CLOSED,Flood,11506.71,23256.1,1873.22,32889.59,2024-01-19,2024-01-27
1656,1656,CLM0001656,2024-01-27,OPEN,Theft,1370.8,10831.23,4946.45,7255.58,2024-01-17,2024-01-28
1657,1657,CLM0001657,2024-01-28,UNDER_REVIEW,Liability,10199.39,2047.7,4793.73,7453.36,2024-01-25,2024-02-02
1658,1658,CLM0001658,2024-01-29,APPROVED,Glass,2518.24,4592.66,2078.4,5032.5,2024-01-26,2024-01-31
1659,1659,CLM0001659,2024-01-30,REJECTED,Windstorm,4840.19,15856.27,3123.37,17573.09,2024-01-18,2024-02-02
1660,1660,CLM0001660,2024-01-31,CLOSED,Collision,1812.06,5737.61,1782.88,5766.79,2024-01-26,2024-01-31
1661,1661,CLM0001661,2024-02-01,OPEN,Fire,6032.09,8247.89,1945.93,12334.05,2024-01-18,2024-02-02
1662,1662,CLM0001662,2024-02-02,UNDER_REVIEW,Flood,990.24,20469.58,3249.72,18210.1,2024-01-22,2024-02-02
1663,1663,CLM0001663,2024-02-03,APPROVED,Theft,1009.97,5854.74,1507.67,5357.04,2024-01-19,2024-02-03
1664,1664,CLM0001664,2024-02-04,REJECTED,Liability,10687.97,19885.86,4611.12,25962.71,2024-01-30,2024-02-06
1665,1665,CLM0001665,2024-02-05,CLOSED,Glass,14385.52,15196.75,4907.08,24675.19,2024-01-24,2024-02-10
1666,1666,CLM0001666,2024-02-06,OPEN,Windstorm,13868.3,19399.46,664.66,32603.1,2024-02-01,2024-02-11
1667,1667,CLM0001667,2024-02-07,UNDER_REVIEW,Collision,11425.74,17346.81,4890.11,23882.44,2024-01-23,2024-02-07
1668,1668,CLM0001668,2024-02-08,APPROVED,Fire,5026.58,15409.07,2925.18,17510.47,2024-01-27,2024-02-12
1669,1669,CLM0001669,2024-02-09,REJECTED,Flood,9608.88,6194.42,2937.34,12865.96,2024-02-09,2024-02-10
1670,1670,CLM0001670,2024-02-10,CLOSED,Theft,318.2,19094.06,620.28,18791.98,2024-02-03,2024-02-15
1671,1671,CLM0001671,2024-02-11,OPEN,Liability,6427.47,6466.87,396.95,12497.39,2024-02-07,2024-02-13
1672,1672,CLM0001672,2024-02-12,UNDER_REVIEW,Glass,7480.9,5449.29,1878.74,11051.45,2024-02-11,2024-02-13
1673,1673,CLM0001673,2024-02-13,APPROVED,Windstorm,13851.14,15152.84,4729.38,24274.6,2024-02-03,2024-02-14
1674,1674,CLM0001674,2024-02-14,REJECTED,Collision,4171.9,16268.25,3802.47,16637.68,2024-02-01,2024-02-19
1675,1675,CLM0001675,2024-02-15,CLOSED,Fire,12190.66,18888.5,1145.05,29934.11,2024-02-05,2024-02-17
1676,1676,CLM0001676,2024-02-16,OPEN,Flood,3633.73,13713.14,4533.16,12813.71,2024-02-09,2024-02-21
1677,1677,CLM0001677,2024-02-17,UNDER_REVIEW,Theft,10444.17,5949.88,4363.53,12030.52,2024-02-07,2024-02-18
1678,1678,CLM0001678,2024-02-18,APPROVED,Liability,6635.41,648.05,4349.33,2934.13,2024-02-16,2024-02-19
1679,1679,CLM0001679,2024-02-19,REJECTED,Glass,781.6,24804.31,4691.37,20894.54,2024-02-15,2024-02-19
1680,1680,CLM0001680,2024-02-20,CLOSED,Windstorm,2605.14,13946.75,3976.17,12575.72,2024-02-14,2024-02-21
1681,1681,CLM0001681,2024-02-21,OPEN,Collision,7611.37,10942.88,2335.37,16218.88,2024-02-16,2024-02-26
1682,1682,CLM0001682,2024-02-22,UNDER_REVIEW,Fire,2963.04,10888.41,3029.26,10822.19,2024-02-13,2024-02-24
1683,1683,CLM0001683,2024-02-23,APPROVED,Flood,8646.33,24209.28,1007.01,31848.6,2024-02-08,2024-02-23
1684,1684,CLM0001684,2024-02-24,REJECTED,Theft,14265.2,9309.76,1888.59,21686.37,2024-02-09,2024-02-27
1685,1685,CLM0001685,2024-02-25,CLOSED,Liability,6340.46,15430.16,2167.15,19603.47,2024-02-21,2024-02-28
1686,1686,CLM0001686,2024-02-26,OPEN,Glass,297.17,9844.77,4270.21,5871.73,2024-02-17,2024-03-01
1687,1687,CLM0001687,2024-02-27,UNDER_REVIEW,Windstorm,8057.97,14044.88,878.5,21224.35,2024-02-15,2024-03-01
1688,1688,CLM0001688,2024-02-28,APPROVED,Collision,4587.71,7439.03,2810.71,9216.03,2024-02-13,2024-02-28
1689,1689,CLM0001689,2024-02-29,REJECTED,Fire,4998.51,18014.15,978.58,22034.08,2024-02-23,2024-02-29
1690,1690,CLM0001690,2024-03-01,CLOSED,Flood,192.51,12767.15,3626.73,9332.93,2024-02-15,2024-03-04
1691,1691,CLM0001691,2024-03-02,OPEN,Theft,13885.37,23536.98,4852.46,32569.89,2024-02-20,2024-03-05
1692,1692,CLM0001692,2024-03-03,UNDER_REVIEW,Liability,7343.27,16205.69,2941.55,20607.41,2024-02-19,2024-03-03
1693,1693,CLM0001693,2024-03-04,APPROVED,Glass,14887.09,3549.7,4660.65,13776.14,2024-02-28,2024-03-05
1694,1694,CLM0001694,2024-03-05,REJECTED,Windstorm,11444.26,23948.87,3856.35,31536.78,2024-02-23,2024-03-09
1695,1695,CLM0001695,2024-03-06,CLOSED,Collision,10636.93,16057.0,1840.9,24853.03,2024-03-05,2024-03-11
1696,1696,CLM0001696,2024-03-07,OPEN,Fire,5780.0,10888.99,1233.96,15435.03,2024-02-21,2024-03-07
1697,1697,CLM0001697,2024-03-08,UNDER_REVIEW,Flood,13822.03,9354.65,3532.79,19643.89,2024-03-08,2024-03-13
1698,1698,CLM0001698,2024-03-09,APPROVED,Theft,9985.13,4123.16,3027.18,11081.11,2024-03-05,2024-03-11
1699,1699,CLM0001699,2024-03-10,REJECTED,Liability,3711.22,14669.37,3313.02,15067.57,2024-03-05,2024-03-10
1700,1700,CLM0001700,2024-03-11,CLOSED,Glass,1750.96,2761.49,3558.05,954.4,2024-02-28,2024-03-14
1701,1701,CLM0001701,2024-03-12,OPEN,Windstorm,10591.05,24366.57,401.74,34555.88,2024-03-06,2024-03-15
1702,1702,CLM0001702,2024-03-13,UNDER_REVIEW,Collision,2487.35,10958.35,3459.18,9986.52,2024-03-01,2024-03-17
1703,1703,CLM0001703,2024-03-14,APPROVED,Fire,4619.68,10584.42,4382.0,10822.1,2024-03-12,2024-03-14
1704,1704,CLM0001704,2024-03-15,REJECTED,Flood,9542.7,19528.93,1721.96,27349.67,2024-03-11,2024-03-17
1705,1705,CLM0001705,2024-03-16,CLOSED,Theft,11230.95,23285.41,1989.85,32526.51,2024-03-07,2024-03-16
1706,1706,CLM0001706,2024-03-17,OPEN,Liability,14805.38,20501.54,7.89,35299.03,2024-03-15,2024-03-22
1707,1707,CLM0001707,2024-03-18,UNDER_REVIEW,Glass,6267.59,10712.64,1441.7,15538.53,2024-03-05,2024-03-19
1708,1708,CLM0001708,2024-03-19,APPROVED,Windstorm,2646.02,5066.8,671.66,7041.16,2024-03-04,2024-03-20
1709,1709,CLM0001709,2024-03-20,REJECTED,Collision,7539.21,3200.84,2835.46,7904.59,2024-03-14,2024-03-21
1710,1710,CLM0001710,2024-03-21,CLOSED,Fire,3014.11,18872.94,4045.89,17841.16,2024-03-15,2024-03-23
1711,1711,CLM0001711,2024-03-22,OPEN,Flood,14744.21,21854.58,2203.65,34395.14,2024-03-19,2024-03-27
1712,1712,CLM0001712,2024-03-23,UNDER_REVIEW,Theft,2491.89,7681.58,1888.64,8284.83,2024-03-15,2024-03-23
1713,1713,CLM0001713,2024-03-24,APPROVED,Liability,5132.28,14848.34,2389.49,17591.13,2024-03-21,2024-03-24
1714,1714,CLM0001714,2024-03-25,REJECTED,Glass,915.85,18919.07,36.13,19798.79,2024-03-24,2024-03-25
1715,1715,CLM0001715,2024-03-26,CLOSED,Windstorm,3166.03,19898.77,1878.33,21186.47,2024-03-18,2024-03-29
1716,1716,CLM0001716,2024-03-27,OPEN,Collision,7098.48,8757.23,2147.27,13708.44,2024-03-16,2024-04-01
1717,1717,CLM0001717,2024-03-28,UNDER_REVIEW,Fire,13352.28,24986.41,4084.24,34254.45,2024-03-17,2024-04-02
1718,1718,CLM0001718,2024-03-29,APPROVED,Flood,5977.07,15464.82,4876.53,16565.36,2024-03-19,2024-03-29
1719,1719,CLM0001719,2024-03-30,REJECTED,Theft,46.27,21828.27,2009.04,19865.5,2024-03-26,2024-03-30
1720,1720,CLM0001720,2024-03-31,CLOSED,Liability,9028.64,21790.63,1397.34,29421.93,2024-03-24,2024-04-02
1721,1721,CLM0001721,2024-04-01,OPEN,Glass,6778.77,17311.53,4349.27,19741.03,2024-03-19,2024-04-06
1722,1722,CLM0001722,2024-04-02,UNDER_REVIEW,Windstorm,2819.02,24661.44,4787.74,22692.72,2024-03-23,2024-04-02
1723,1723,CLM0001723,2024-04-03,APPROVED,Collision,9506.66,21899.15,4847.99,26557.82,2024-03-24,2024-04-08
1724,1724,CLM0001724,2024-04-04,REJECTED,Fire,6664.59,15365.69,2000.83,20029.45,2024-04-02,2024-04-06
1725,1725,CLM0001725,2024-04-05,CLOSED,Flood,6418.74,23321.35,4654.22,25085.87,2024-04-02,2024-04-10
1726,1726,CLM0001726,2024-04-06,OPEN,Theft,5772.88,15375.76,3559.71,17588.93,2024-04-05,2024-04-07
1727,1727,CLM0001727,2024-04-07,UNDER_REVIEW,Liability,7468.88,2633.7,4161.77,5940.81,2024-03-24,2024-04-08
1728,1728,CLM0001728,2024-04-08,APPROVED,Glass,13446.13,23898.75,2410.84,34934.04,2024-04-01,2024-04-09
1729,1729,CLM0001729,2024-04-09,REJECTED,Windstorm,3174.61,18954.69,3298.73,18830.57,2024-04-07,2024-04-09
1730,1730,CLM0001730,2024-04-10,CLOSED,Collision,6523.4,18036.25,801.18,23758.47,2024-03-31,2024-04-13
1731,1731,CLM0001731,2024-04-11,OPEN,Fire,11494.63,5899.21,1288.14,16105.7,2024-03-27,2024-04-16
1732,1732,CLM0001732,2024-04-12,UNDER_REVIEW,Flood,1846.47,3826.03,2672.72,2999.78,2024-03-28,2024-04-12
1733,1733,CLM0001733,2024-04-13,APPROVED,Theft,11933.11,8653.63,1119.03,19467.71,2024-04-11,2024-04-18
1734,1734,CLM0001734,2024-04-14,REJECTED,Liability,5148.39,22799.09,3714.84,24232.64,2024-04-02,2024-04-19
1735,1735,CLM0001735,2024-04-15,CLOSED,Glass,9631.53,14266.55,4280.71,19617.37,2024-04-08,2024-04-16
1736,1736,CLM0001736,2024-04-16,OPEN,Windstorm,3886.41,7628.92,556.91,10958.42,2024-04-06,2024-04-21
1737,1737,CLM0001737,2024-04-17,UNDER_REVIEW,Collision,8883.01,5109.83,4710.04,9282.8,2024-04-06,2024-04-18
1738,1738,CLM0001738,2024-04-18,APPROVED,Fire,12799.95,23874.68,2884.58,33790.05,2024-04-18,2024-04-20
1739,1739,CLM0001739,2024-04-19,REJECTED,Flood,928.27,13622.27,4235.59,10314.95,2024-04-06,2024-04-21
1740,1740,CLM0001740,2024-04-20,CLOSED,Theft,11569.21,20039.19,4669.63,26938.77,2024-04-16,2024-04-24
1741,1741,CLM0001741,2024-04-21,OPEN,Liability,9956.14,14974.01,532.93,24397.22,2024-04-21,2024-04-25
1742,1742,CLM0001742,2024-04-22,UNDER_REVIEW,Glass,12785.43,8240.19,4080.74,16944.88,2024-04-13,2024-04-23
1743,1743,CLM0001743,2024-04-23,APPROVED,Windstorm,7497.49,11666.72,3007.33,16156.88,2024-04-19,2024-04-28
1744,1744,CLM0001744,2024-04-24,REJECTED,Collision,9980.26,20131.65,3514.83,26597.08,2024-04-14,2024-04-26
1745,1745,CLM0001745,2024-04-25,CLOSED,Fire,7535.67,17370.7,1367.26,23539.11,2024-04-10,2024-04-30
1746,1746,CLM0001746,2024-04-26,OPEN,Flood,12430.31,12628.13,3520.7,21537.74,2024-04-14,2024-04-26
1747,1747,CLM0001747,2024-04-27,UNDER_REVIEW,Theft,14717.14,8662.04,4139.42,19239.76,2024-04-21,2024-05-02
1748,1748,CLM0001748,2024-04-28,APPROVED,Liability,14016.49,6014.26,3678.63,16352.12,2024-04-23,2024-05-01
1749,1749,CLM0001749,2024-04-29,REJECTED,Glass,10910.93,7827.99,4075.06,14663.86,2024-04-24,2024-04-29
1750,1750,CLM0001750,2024-04-30,CLOSED,Windstorm,8219.14,8766.55,3389.49,13596.2,2024-04-19,2024-05-03
1751,1751,CLM0001751,2024-05-01,OPEN,Collision,5865.95,13432.19,1415.2,17882.94,2024-04-25,2024-05-06
1752,1752,CLM0001752,2024-05-02,UNDER_REVIEW,Fire,12843.78,10147.43,654.5,22336.71,2024-05-01,2024-05-07
1753,1753,CLM0001753,2024-05-03,APPROVED,Flood,4561.11,16538.53,2885.79,18213.85,2024-04-19,2024-05-08
1754,1754,CLM0001754,2024-05-04,REJECTED,Theft,7236.63,22481.84,1048.83,28669.64,2024-04-28,2024-05-09
1755,1755,CLM0001755,2024-05-05,CLOSED,Liability,9768.57,9374.53,4280.71,14862.39,2024-05-02,2024-05-10
1756,1756,CLM0001756,2024-05-06,OPEN,Glass,11782.49,21531.55,1882.78,31431.26,2024-04-23,2024-05-11
1757,1757,CLM0001757,2024-05-07,UNDER_REVIEW,Windstorm,12624.9,23186.64,480.24,35331.3,2024-04-22,2024-05-08
1758,1758,CLM0001758,2024-05-08,APPROVED,Collision,14175.95,3375.0,2577.18,14973.77,2024-04-28,2024-05-12
1759,1759,CLM0001759,2024-05-09,REJECTED,Fire,6507.32,4139.92,3612.75,7034.49,2024-05-02,2024-05-09
1760,1760,CLM0001760,2024-05-10,CLOSED,Flood,1782.04,10217.8,1513.45,10486.39,2024-05-05,2024-05-15
1761,1761,CLM0001761,2024-05-11,OPEN,Theft,11178.0,19508.32,4955.82,25730.5,2024-05-09,2024-05-14
1762,1762,CLM0001762,2024-05-12,UNDER_REVIEW,Liability,12973.44,16432.62,1376.08,28029.98,2024-04-28,2024-05-14
1763,1763,CLM0001763,2024-05-13,APPROVED,Glass,174.04,3357.38,610.26,2921.16,2024-05-06,2024-05-13
1764,1764,CLM0001764,2024-05-14,REJECTED,Windstorm,8802.76,24690.06,2397.49,31095.33,2024-05-11,2024-05-18
1765,1765,CLM0001765,2024-05-15,CLOSED,Collision,2716.45,12362.69,3222.98,11856.16,2024-05-02,2024-05-17
1766,1766,CLM0001766,2024-05-16,OPEN,Fire,8571.35,2936.31,317.49,11190.17,2024-05-11,2024-05-19
1767,1767,CLM0001767,2024-05-17,UNDER_REVIEW,Flood,12193.02,983.79,2780.3,10396.51,2024-05-02,2024-05-17
1768,1768,CLM0001768,2024-05-18,APPROVED,Theft,7783.52,14825.68,3568.75,19040.45,2024-05-15,2024-05-19
1769,1769,CLM0001769,2024-05-19,REJECTED,Liability,14485.22,22491.26,903.32,36073.16,2024-05-14,2024-05-19
1770,1770,CLM0001770,2024-05-20,CLOSED,Glass,8320.83,20112.57,615.23,27818.17,2024-05-16,2024-05-24
1771,1771,CLM0001771,2024-05-21,OPEN,Windstorm,3093.45,4449.65,2812.48,4730.62,2024-05-20,2024-05-21
